iterations per agent,number of agents,random seed,average utility of best design,smax,smin,t_init,t_phase1,number of created designs,utility param,number of same designs
26,10,3,0.2676058149239322,0.9119372026213048,0.13556813975282284,0.6032217499996477,0.0001910840001073666,77,30,33
27,10,3,0.2835369581071906,0.9119372026213048,0.13556813975282284,0.6032217499996477,0.00019308300034026615,82,30,35
28,10,3,0.2847054818624679,0.9119372026213048,0.13556813975282284,0.6032217499996477,0.00019420900025579613,85,30,36
29,10,3,0.29351982303941027,0.9119372026213048,0.13556813975282284,0.6032217499996477,0.00018850000014936086,87,30,38
30,10,3,0.3013836325132525,0.9119372026213048,0.13556813975282284,0.6032217499996477,0.00018991599972650874,92,30,38
31,10,3,0.31054403306896755,0.9119372026213048,0.13556813975282284,0.6032217499996477,0.00018595899928186554,95,30,38
32,10,3,0.3208482878299111,0.9119372026213048,0.13556813975282284,0.6032217499996477,0.00019149999934597872,98,30,41
33,10,3,0.3407288899783406,0.9119372026213048,0.13556813975282284,0.6032217499996477,0.00019116600014967844,100,30,45
34,10,3,0.3407288899783406,0.9119372026213048,0.13556813975282284,0.6032217499996477,0.00018466700021235738,101,30,45
35,10,3,0.3407288899783406,0.9119372026213048,0.13556813975282284,0.6032217499996477,0.00019124999926134478,105,30,47
36,10,3,0.3513422135891294,0.9119372026213048,0.13556813975282284,0.6032217499996477,0.00019083400002273265,108,30,49
37,10,3,0.3513422135891294,0.9119372026213048,0.13556813975282284,0.6032217499996477,0.00019183299991709646,110,30,53
38,10,3,0.3513422135891294,0.9119372026213048,0.13556813975282284,0.6032217499996477,0.00019224999959988054,112,30,57
39,10,3,0.36973949630723923,0.9119372026213048,0.13556813975282284,0.6032217499996477,0.0001998330008063931,117,30,59
40,10,3,0.36973949630723923,0.9119372026213048,0.13556813975282284,0.6032217499996477,0.00019195800086890813,118,30,60
41,10,3,0.36973949630723923,0.9119372026213048,0.13556813975282284,0.6032217499996477,0.0001933329986059107,118,30,63
42,10,3,0.3787582378807023,0.9119372026213048,0.13556813975282284,0.6032217499996477,0.00018995900063600857,120,30,65
43,10,3,0.38045763611373784,0.9119372026213048,0.13556813975282284,0.6032217499996477,0.0001937079996423563,122,30,68
44,10,3,0.3912360668885442,0.9119372026213048,0.13556813975282284,0.6032217499996477,0.00018583399833005387,124,30,68
45,10,3,0.3912360668885442,0.9119372026213048,0.13556813975282284,0.6032217499996477,0.0001870420001068851,124,30,71
46,10,3,0.3912360668885442,0.9119372026213048,0.13556813975282284,0.6032217499996477,0.00019683300160977524,126,30,73
47,10,3,0.4020391753981123,0.9119372026213048,0.13556813975282284,0.6032217499996477,0.00019745900135603733,130,30,77
48,10,3,0.4128722933427498,0.9119372026213048,0.13556813975282284,0.6032217499996477,0.00019708299987541977,135,30,79
49,10,3,0.4128722933427498,0.9119372026213048,0.13556813975282284,0.6032217499996477,0.00019370900008652825,139,30,81
0,10,4,0.16884220028091718,0.8268466004262927,0.16884220028091718,0.6834852909996698,0,1,30,0
1,10,4,0.1734322085376583,0.8268466004262927,0.16884220028091718,0.6834852909996698,0.00024125000163621735,7,30,0
2,10,4,0.18791573209399287,0.8268466004262927,0.16884220028091718,0.6834852909996698,0.00017062499864550773,13,30,0
3,10,4,0.1919823884315441,0.8268466004262927,0.16884220028091718,0.6834852909996698,0.00019858400082739536,16,30,2
4,10,4,0.20608854904621737,0.8268466004262927,0.16884220028091718,0.6834852909996698,0.00018583299970487133,19,30,3
5,10,4,0.21842515295230513,0.8268466004262927,0.16884220028091718,0.6834852909996698,0.00019608299953688402,23,30,5
6,10,4,0.21938112146088856,0.8268466004262927,0.16884220028091718,0.6834852909996698,0.00019862499902956188,26,30,6
7,10,4,0.21938112146088856,0.8268466004262927,0.16884220028091718,0.6834852909996698,0.00018412499957776163,30,30,7
8,10,4,0.22676164331686807,0.8268466004262927,0.16884220028091718,0.6834852909996698,0.00018808400091074873,34,30,9
9,10,4,0.2319155489935624,0.8268466004262927,0.16884220028091718,0.6834852909996698,0.00019954200070060324,37,30,10
10,10,4,0.2466493977351784,0.8268466004262927,0.16884220028091718,0.6834852909996698,0.0001916250002977904,41,30,10
11,10,4,0.2551351983078076,0.8268466004262927,0.16884220028091718,0.6834852909996698,0.00019420799981162418,47,30,12
12,10,4,0.2568070034013451,0.8268466004262927,0.16884220028091718,0.6834852909996698,0.00018799999998009298,50,30,13
13,10,4,0.2568070034013451,0.8268466004262927,0.16884220028091718,0.6834852909996698,0.00019012499978998676,52,30,15
14,10,4,0.2568070034013451,0.8268466004262927,0.16884220028091718,0.6834852909996698,0.00019445799989625812,56,30,16
15,10,4,0.2568070034013451,0.8268466004262927,0.16884220028091718,0.6834852909996698,0.00018429100055072922,56,30,16
16,10,4,0.2568070034013451,0.8268466004262927,0.16884220028091718,0.6834852909996698,0.00018883400116465054,59,30,16
17,10,4,0.2587428100772692,0.8268466004262927,0.16884220028091718,0.6834852909996698,0.0001898339996841969,61,30,17
18,10,4,0.26401423053125905,0.8268466004262927,0.16884220028091718,0.6834852909996698,0.00020133299949520733,67,30,19
19,10,4,0.2732348073509706,0.8268466004262927,0.16884220028091718,0.6834852909996698,0.00019579199943109415,73,30,20
20,10,4,0.2732348073509706,0.8268466004262927,0.16884220028091718,0.6834852909996698,0.00018629199985298328,74,30,23
21,10,4,0.2732348073509706,0.8268466004262927,0.16884220028091718,0.6834852909996698,0.0001850829994509695,76,30,25
22,10,4,0.2751866608677348,0.8268466004262927,0.16884220028091718,0.6834852909996698,0.00019145800069964025,82,30,27
23,10,4,0.2751866608677348,0.8268466004262927,0.16884220028091718,0.6834852909996698,0.00018866599930333905,86,30,29
24,10,4,0.2822676710836584,0.8268466004262927,0.16884220028091718,0.6834852909996698,0.00018795899995893706,90,30,31
25,10,4,0.2897259523665929,0.8268466004262927,0.16884220028091718,0.6834852909996698,0.00018779200036078691,95,30,31
26,10,4,0.29826572711577676,0.8268466004262927,0.16884220028091718,0.6834852909996698,0.00018679200002225116,98,30,32
27,10,4,0.29826572711577676,0.8268466004262927,0.16884220028091718,0.6834852909996698,0.0001903749998746207,102,30,35
28,10,4,0.29826572711577676,0.8268466004262927,0.16884220028091718,0.6834852909996698,0.00018650000129127875,105,30,37
29,10,4,0.3079035698386561,0.8268466004262927,0.16884220028091718,0.6834852909996698,0.00019470799998089205,111,30,39
30,10,4,0.3159803478579365,0.8268466004262927,0.16884220028091718,0.6834852909996698,0.00018941700000141282,115,30,40
31,10,4,0.3159803478579365,0.8268466004262927,0.16884220028091718,0.6834852909996698,0.0001863329998741392,117,30,41
32,10,4,0.3159803478579365,0.8268466004262927,0.16884220028091718,0.6834852909996698,0.0001947919990925584,118,30,46
33,10,4,0.3232625934782465,0.8268466004262927,0.16884220028091718,0.6834852909996698,0.00018620800074131694,121,30,47
34,10,4,0.3232625934782465,0.8268466004262927,0.16884220028091718,0.6834852909996698,0.00019591700038290583,124,30,50
35,10,4,0.33080786744174107,0.8268466004262927,0.16884220028091718,0.6834852909996698,0.00019108299966319464,128,30,51
36,10,4,0.33080786744174107,0.8268466004262927,0.16884220028091718,0.6834852909996698,0.00018808299864758737,129,30,53
37,10,4,0.33211136120564644,0.8268466004262927,0.16884220028091718,0.6834852909996698,0.00019645800057332963,132,30,57
