,iterations per agent,number of agents,random seed,average utility of best design,smax,smin,number of created designs
86,15,10,3,0.2086055083029428,0.9119372026213048,0.1355681397528228,48
87,17,10,3,0.217415975876762,0.9119372026213048,0.1355681397528228,51
88,19,10,3,0.2257619074977595,0.9119372026213048,0.1355681397528228,57
89,21,10,3,0.2257619074977595,0.9119372026213048,0.1355681397528228,59
90,23,10,3,0.2499745084766322,0.9119372026213048,0.1355681397528228,68
91,25,10,3,0.2652427850791093,0.9119372026213048,0.1355681397528228,75
92,27,10,3,0.2835369581071906,0.9119372026213048,0.1355681397528228,82
93,29,10,3,0.2935198230394102,0.9119372026213048,0.1355681397528228,87
94,31,10,3,0.3105440330689675,0.9119372026213048,0.1355681397528228,95
95,33,10,3,0.3407288899783406,0.9119372026213048,0.1355681397528228,100
96,35,10,3,0.3407288899783406,0.9119372026213048,0.1355681397528228,105
97,37,10,3,0.3513422135891294,0.9119372026213048,0.1355681397528228,110
98,39,10,3,0.3697394963072392,0.9119372026213048,0.1355681397528228,117
99,41,10,3,0.3697394963072392,0.9119372026213048,0.1355681397528228,118
100,43,10,3,0.3804576361137378,0.9119372026213048,0.1355681397528228,122
101,45,10,3,0.3912360668885442,0.9119372026213048,0.1355681397528228,124
102,47,10,3,0.4020391753981123,0.9119372026213048,0.1355681397528228,130
103,49,10,3,0.4128722933427498,0.9119372026213048,0.1355681397528228,139
104,0,10,4,0.1688422002809171,0.8268466004262927,0.1688422002809171,1
105,1,10,4,0.1734322085376583,0.8268466004262927,0.1688422002809171,7
106,3,10,4,0.1919823884315441,0.8268466004262927,0.1688422002809171,16
107,5,10,4,0.2184251529523051,0.8268466004262927,0.1688422002809171,23
108,7,10,4,0.2193811214608885,0.8268466004262927,0.1688422002809171,30
109,9,10,4,0.2319155489935624,0.8268466004262927,0.1688422002809171,37
110,11,10,4,0.2551351983078076,0.8268466004262927,0.1688422002809171,47
111,13,10,4,0.2568070034013451,0.8268466004262927,0.1688422002809171,52
112,15,10,4,0.2568070034013451,0.8268466004262927,0.1688422002809171,56
