number of agents,random seed,average utility of best design,average utility of voted design,smax,smin,number of created designs,utility param,number of same designs,diversity param
3000,0,0.5550384393431953,0.5529972931108428,0.8483770081084256,0.1290998387304368,999,30,1974,0.5
3500,0,0.5655051099717694,0.5655051099717694,0.8488739559073069,0.12879710582583892,1166,30,4287,0.5
4000,0,0.5070018347407743,0.4919294320548439,0.8485286125146766,0.12880505514778506,1328,30,6967,0.5
4500,0,0.6685314830386588,0.6644733086258205,0.8487796501873668,0.1281965259591715,1364,30,10111,0.5
5000,0,0.6634629098952033,0.6515217880590447,0.8483054732234816,0.1283662900906412,1619,30,13489,0.5
5500,0,0.4701419029284006,0.46840592270303893,0.8491319988123184,0.12820751387803564,1674,30,17303,0.5
6000,0,0.6805979550352544,0.6796746392875699,0.8488462345035466,0.12772852810677832,1648,30,21676,0.5
6500,0,0.681164684457882,0.6797549379507205,0.8484086984411482,0.1276657427495686,1829,30,26285,0.5
7000,0,0.6559394173975375,0.6534351785311978,0.848431640395149,0.12799740770584525,2058,30,31272,0.5
7500,0,0.7290487282573845,0.7181654350292724,0.8480074081510063,0.12778907955675797,1900,30,36790,0.5
8000,0,0.6819096701203046,0.6813385550670096,0.8478882707403103,0.12825473338678364,1833,30,42868,0.5
8500,0,0.6447095661094542,0.6323070519168194,0.8484327832107533,0.12821947291620422,2356,30,49022,0.5
9000,0,0.6154472759019428,0.6154472759019428,0.8485613411946895,0.12819640409816258,2418,30,55612,0.5
9500,0,0.6749216402248996,0.673740817067151,0.8483507546233464,0.128439589947034,2295,30,62709,0.5
10000,0,0.6619345842791173,0.6619345842791173,0.8487765907209219,0.1284738261376187,2653,30,70044,0.5
3000,1,0.6111734068172774,0.575616785201422,0.8595572712280705,0.132703853160183,1109,30,1868,0.5
3500,1,0.6327027007646533,0.6327027007646533,0.8592326647431572,0.1337851726605393,1183,30,4132,0.5
4000,1,0.37663786167258706,0.3603489898778742,0.8593379404838206,0.13443134748037155,1530,30,6611,0.5
4500,1,0.6746623095810105,0.6746623095810105,0.8591760091675064,0.13476586172370913,1459,30,9694,0.5
5000,1,0.7013220997766137,0.6991806482349223,0.858278625712586,0.13465613733787749,1389,30,13307,0.5
5500,1,0.5534435702284577,0.5448674379022458,0.8584647482866005,0.13515183030131536,1603,30,17203,0.5
6000,1,0.55617166909822,0.5493636907331041,0.8578773311102619,0.13488512349933604,1806,30,21413,0.5
6500,1,0.7027988187157265,0.7013444128733782,0.8577684308195727,0.1349225288539074,1382,30,26276,0.5
7000,1,0.5631449286714868,0.5573152691561871,0.8579498266680678,0.1352425231694985,2103,30,31210,0.5
7500,1,0.5300926982052885,0.5300805641248529,0.8586066393410386,0.1351500759445401,2120,30,36565,0.5
8000,1,0.7041956025191812,0.7041496067117858,0.858985795134805,0.1349894378492607,1705,30,42703,0.5
8500,1,0.7049042394983651,0.7030651242691329,0.8589314223764976,0.13537985187414533,1772,30,49174,0.5
9000,1,0.5646627615204476,0.5646627615204476,0.8588372305000694,0.13535502081734116,2823,30,55323,0.5
9500,1,0.40577300157161056,0.3990667627584982,0.8590149231136753,0.1353054508207084,2291,30,62488,0.5
10000,1,0.6068303417277892,0.5927487936675078,0.8594039729696431,0.13550754222612652,2451,30,69977,0.5
3000,2,0.6639994024152739,0.6579416417671184,0.855182581328806,0.15311587322251577,895,30,2051,0.5
3500,2,0.6485188729133191,0.6398194807009843,0.8545752345140102,0.1539911910883815,1224,30,4361,0.5
