number of agents,random seed,average utility of best design,average utility of voted design,smax,smin,number of created designs,utility param,number of same designs,diversity param
50,1,0.1522032215822728,0.14674227951610214,0.8720918629915887,0.14202833891663513,33,30,11,0.5
70,1,0.16778863433020952,0.16333402327780439,0.8620563623915585,0.14942416281414675,63,30,24,0.5
90,1,0.1681268171628544,0.16759187922190505,0.8686388895115376,0.1419617419451647,71,30,49,0.5
110,1,0.19680398716959366,0.1922423563621829,0.8692358922371711,0.142203237416259,81,30,67,0.5
130,1,0.17055488317825523,0.15444900434866027,0.8665185232540152,0.141764603532263,84,30,101,0.5
150,1,0.17855610995769697,0.17693234343990713,0.862387908007863,0.13802471325832613,121,30,143,0.5
170,1,0.16457444347737415,0.1528662342450521,0.860481658800927,0.13872567883678114,127,30,194,0.5
190,1,0.18132580985774377,0.17187151095508352,0.8568361654671472,0.13065369241680755,128,30,253,0.5
210,1,0.16379128727534276,0.16379128727534276,0.8549462889303694,0.13006965027362188,139,30,320,0.5
230,1,0.21470136779176263,0.20133718069608963,0.8535153419110093,0.1295503462287567,148,30,401,0.5
250,1,0.15761260382683828,0.15726701634486465,0.8526744605106688,0.1274705234902031,176,30,489,0.5
270,1,0.18389393409168195,0.1817204931848264,0.8538386420946489,0.13012793588196717,182,30,589,0.5
290,1,0.2096013746978999,0.2062644954751115,0.8556756228243514,0.13267310324528675,183,30,699,0.5
310,1,0.173459208318602,0.16968090365631092,0.8570082580524803,0.13316525660753567,215,30,819,0.5
330,1,0.21158296749279173,0.20570288935554737,0.8593150297430912,0.13261458325817943,197,30,953,0.5
350,1,0.18470355943691918,0.17949046363575866,0.8602878189264214,0.13176767739613252,212,30,1075,0.5
370,1,0.17152342550840177,0.17152342550840177,0.8604799136400965,0.13247494730024303,258,30,1218,0.5
390,1,0.20810537692968206,0.20810537692968206,0.8602129440797383,0.1324459033983806,247,30,1363,0.5
10,2,0.13847863552791798,0.13847863552791798,0.8917700180399356,0.13034808372626028,10,30,0,0.5
30,2,0.16336837926202463,0.15792147299892753,0.8681868644471386,0.14967975514328474,25,30,3,0.5
50,2,0.1723345693754008,0.16844097489243737,0.8655739568341625,0.14833607666101492,43,30,16,0.5
70,2,0.18971538917062397,0.18944544289246215,0.8610462780706093,0.1554200680521819,52,30,32,0.5
90,2,0.183997192436083,0.18129678436071217,0.8620896755887614,0.1547108797510672,67,30,54,0.5
110,2,0.24426691233229278,0.23648809275224028,0.865291552559602,0.149622613375899,82,30,87,0.5
130,2,0.21582635495280408,0.21582635495280408,0.8580129967632142,0.14551848969770614,97,30,124,0.5
150,2,0.2073990082891126,0.2008665726574466,0.8523110586318755,0.14183271718096313,96,30,174,0.5
170,2,0.26861563459864723,0.26032873440572524,0.8559008928962771,0.1482755052110236,121,30,226,0.5
190,2,0.20247288269119967,0.19845878108678494,0.8550626565673932,0.14636764178547726,114,30,294,0.5
210,2,0.31777372819498606,0.31777372819498606,0.8558681744151202,0.1444089232904086,138,30,372,0.5
230,2,0.2965436633361852,0.2869723659324404,0.8548190532054493,0.14172028440865195,152,30,472,0.5
250,2,0.2968277630035639,0.2968277630035639,0.8518582355270792,0.14208554436349172,146,30,570,0.5
270,2,0.2731606343466517,0.2546502922703461,0.8537999146268648,0.14490566269239413,170,30,667,0.5
290,2,0.25390012824565034,0.25390012824565034,0.8493273171902661,0.1451439785288064,173,30,773,0.5
310,2,0.4741493489184193,0.4639107577427362,0.8487921820967121,0.14377204527542656,180,30,911,0.5
330,2,0.3915084411122661,0.3821173432190076,0.8480960344990796,0.14793569836098772,191,30,1029,0.5
350,2,0.28825349946525886,0.2845520677939307,0.8506692487449022,0.14827352876082642,193,30,1188,0.5
370,2,0.29199570257027224,0.29173781527879383,0.8506104287466221,0.14672678042134216,219,30,1329,0.5
390,2,0.2458423407327779,0.23196917592532526,0.8499793968860618,0.14792050860285577,203,30,1516,0.5
10,3,0.14511528903352205,0.14511528903352205,0.9119372026213048,0.13556813975282284,11,30,0,0.5
30,3,0.18512189281781416,0.17490047609923756,0.8791912773390088,0.13871153767248515,34,30,2,0.5
50,3,0.19769173422291902,0.18958107725840598,0.8576980462615817,0.14836685116058118,42,30,12,0.5
70,3,0.21814673948054408,0.21814673948054408,0.8507628373698773,0.13923450150571748,56,30,21,0.5
90,3,0.2147109708431164,0.2051047516005059,0.8491208457609255,0.13946845554176468,68,30,43,0.5
110,3,0.22030618837943022,0.22030618837943022,0.8519750235233672,0.13158436912733004,77,30,75,0.5
130,3,0.301597361189095,0.3013945322744183,0.8565793594756749,0.1281282932035636,100,30,107,0.5
150,3,0.2499886242609176,0.2499886242609176,0.8560448276226186,0.13147481525877056,102,30,158,0.5
170,3,0.285203103171488,0.26877079257681447,0.856867695483188,0.13313541449797045,115,30,219,0.5
190,3,0.31144627067883907,0.289668740704072,0.8597488558340101,0.12768687752955232,139,30,281,0.5
210,3,0.36542139613147767,0.35750026764256004,0.8620449010068042,0.13180293190547326,149,30,361,0.5
230,3,0.3054774129877439,0.29645281526302075,0.8596087897608865,0.1308307262345046,136,30,435,0.5
250,3,0.33331139416096356,0.3256178508058292,0.8588296954847665,0.13360167184897204,163,30,536,0.5
270,3,0.3840575633153583,0.36530168686535686,0.8591277935088305,0.14072602681299973,172,30,643,0.5
290,3,0.4647997639518693,0.45570280553264614,0.8581396417804085,0.1421184640813504,172,30,764,0.5
310,3,0.46413446891382637,0.4498260133076001,0.8580862868944592,0.14520860408781122,199,30,892,0.5
330,3,0.4444072872401213,0.4444072872401213,0.8566971557312034,0.14296221664637193,209,30,1035,0.5
350,3,0.3803478614368414,0.37093459007365515,0.8548451170473024,0.1437612707873477,196,30,1187,0.5
370,3,0.4023085993482477,0.3966114466855569,0.8555430759550933,0.14389617463419266,209,30,1346,0.5
390,3,0.38480511834371794,0.38480511834371794,0.8544286779222019,0.14771619087573404,226,30,1491,0.5
10,4,0.18791573209399287,0.18421980150132172,0.8268466004262927,0.16884220028091718,13,30,0,0.5
30,4,0.16289869090381837,0.1614738704860251,0.84564087249695,0.1504539488179611,23,30,4,0.5
50,4,0.16245289235586535,0.1616877120217028,0.8436002993423872,0.13246242426192353,41,30,19,0.5
70,4,0.20307792679693704,0.19002053655949552,0.8355110651627161,0.13412984072661024,60,30,33,0.5
90,4,0.19252131921943366,0.19252131921943366,0.8342098161703368,0.11818795420100756,70,30,65,0.5
110,4,0.20005103561633242,0.19270373190107487,0.8326886097090375,0.12255100001677413,73,30,99,0.5
130,4,0.27200953079956663,0.26437322098581567,0.8326618803584732,0.12190529190176266,100,30,129,0.5
150,4,0.21135394958173673,0.21135394958173673,0.8369495555748863,0.12129120572387048,107,30,172,0.5
170,4,0.2343620692606406,0.2343620692606406,0.8384471725025949,0.11913316447520737,114,30,226,0.5
190,4,0.27246114717828185,0.2653673112966904,0.8443306164443403,0.11623166885865423,128,30,298,0.5
210,4,0.21352075819012728,0.19779581284420156,0.8420668346926916,0.113290533797729,139,30,382,0.5
230,4,0.28669876188833376,0.28669876188833376,0.8407532929648024,0.11216546827560192,139,30,490,0.5
250,4,0.3144164746619055,0.2968265477384811,0.8390795780210303,0.11375558248364918,150,30,592,0.5
270,4,0.29387717926838336,0.29387717926838336,0.840611367320362,0.11483242196985775,197,30,680,0.5
290,4,0.34120600483851876,0.34120600483851876,0.8410869163248014,0.11551399074086949,179,30,807,0.5
310,4,0.3063474525662988,0.3063474525662988,0.8409041903958691,0.117142573786945,185,30,957,0.5
330,4,0.2729909095544177,0.272362847230418,0.8421216934992037,0.11695776298960851,190,30,1080,0.5
350,4,0.35567302726909095,0.348584702507386,0.8427588345045305,0.11592140077868243,220,30,1224,0.5
370,4,0.3678855495705338,0.3678855495705338,0.8439623201788906,0.11600740029144443,228,30,1363,0.5
390,4,0.362649284507665,0.3508569436334853,0.8434479227746414,0.11537822686541827,246,30,1510,0.5
10,5,0.20837367075042407,0.20837367075042407,0.873957838337526,0.2056178981151086,11,30,0,0.5
30,5,0.21754622180965696,0.21754622180965696,0.85289088207337,0.1871816566498285,30,30,2,0.5
50,5,0.18262805679672106,0.18262805679672106,0.8452922110181711,0.14692209294530323,36,30,14,0.5
70,5,0.20886788926853914,0.20360835217026096,0.8501005925512726,0.14883917762397453,55,30,27,0.5
90,5,0.2385824770034127,0.2282739933616639,0.8565745968884806,0.14925842304565468,58,30,61,0.5
110,5,0.3372245250105068,0.3372245250105068,0.8638624732605944,0.14230626788621467,94,30,80,0.5
130,5,0.32721114685234115,0.32721114685234115,0.8536942385119305,0.14838400145483427,94,30,114,0.5
150,5,0.3324817001146888,0.3164624326026074,0.8635776287762491,0.15240372233479563,93,30,186,0.5
170,5,0.286824209874029,0.286824209874029,0.8651010803520194,0.15579137403604737,116,30,249,0.5
190,5,0.3570780703688305,0.35616272825363415,0.8653321441568781,0.14929278047020456,116,30,315,0.5
210,5,0.36178917743831085,0.35581412961758596,0.8669016525037638,0.1468192090923947,146,30,382,0.5
230,5,0.38369429656162,0.38369429656162,0.8653257244040592,0.14556840078136135,147,30,475,0.5
250,5,0.32129482177994967,0.32129482177994967,0.8644562712818622,0.14867475156534932,177,30,564,0.5
270,5,0.4464000889541818,0.4302696544566968,0.8626695277089921,0.14583227304785593,171,30,675,0.5
290,5,0.41066386194501975,0.4022040280220154,0.8617609181961102,0.14700191123030468,169,30,807,0.5
310,5,0.38287381865211956,0.38287381865211956,0.8619223403413835,0.14186410940328398,176,30,948,0.5
330,5,0.42558485108289507,0.41788507629017385,0.8598555623034615,0.14054214251552088,177,30,1099,0.5
350,5,0.4577788194783594,0.44867252239885674,0.8626675174080132,0.14123528160217977,209,30,1238,0.5
370,5,0.45895217813550215,0.45895217813550215,0.8635756027343403,0.1394658141483912,213,30,1396,0.5
390,5,0.4548630845596684,0.4548630845596684,0.8629790150688871,0.13848861187943942,199,30,1598,0.5
10,6,0.11407561386077122,0.11407561386077122,0.9573138562129955,0.1085813497119015,15,30,0,0.5
30,6,0.17297336889995574,0.16703160644169596,0.8400493139223973,0.13078321222734543,31,30,1,0.5
50,6,0.1236871630183912,0.11982876282845227,0.82468834891259,0.11201498647974376,45,30,5,0.5
70,6,0.13106503800847477,0.12445748559418582,0.8182224690651022,0.103112838400033,63,30,22,0.5
90,6,0.12874025155494823,0.1284189277892206,0.819888486857501,0.11290578996396858,71,30,39,0.5
110,6,0.1571040599892083,0.15274154170018314,0.8169899658353108,0.12580264731613316,84,30,59,0.5
130,6,0.1773097657107617,0.1773097657107617,0.8161691338435757,0.12636782018467888,85,30,91,0.5
150,6,0.22555094727950514,0.22555094727950514,0.8207152689651306,0.13289032177599328,109,30,133,0.5
170,6,0.16416572157471504,0.16152838086391327,0.8199001107279184,0.1303834664616331,114,30,183,0.5
190,6,0.1781828820942772,0.1781828820942772,0.8282337462863055,0.12911833539443798,121,30,259,0.5
210,6,0.2051924742527639,0.1973770722920075,0.8330438725614292,0.12968182233694814,130,30,327,0.5
230,6,0.2091411802285495,0.20613153079212537,0.833199131206257,0.13264984819952494,157,30,403,0.5
250,6,0.1995508302119395,0.19274309843357956,0.8358640757947562,0.13343422713519873,166,30,471,0.5
270,6,0.255309297785412,0.24463920619850202,0.8404747205730079,0.13349570984733422,180,30,567,0.5
290,6,0.21035581490851937,0.21035581490851937,0.8415898104872651,0.13104706055072388,180,30,667,0.5
310,6,0.22852621747210503,0.22046211580812997,0.8425346687903533,0.13265547133329558,193,30,789,0.5
330,6,0.24621695447347,0.24054553744686394,0.8454880699575228,0.13344948748402477,211,30,906,0.5
350,6,0.2585050403049948,0.25370207350107143,0.8441656956817193,0.13479364773004712,237,30,1039,0.5
370,6,0.21071377004063555,0.19151727795084333,0.8422736752640951,0.1331242784277834,227,30,1170,0.5
390,6,0.22289383597997137,0.21507847346737322,0.8403109193555874,0.13238175091236423,243,30,1315,0.5
10,7,0.15985918197586707,0.15981141408914265,0.8762854081054308,0.15816829760656173,11,30,0,0.5
30,7,0.143975240503598,0.143975240503598,0.8318086383637036,0.13556422501353677,30,30,2,0.5
50,7,0.13093470809608954,0.1286688510013334,0.8166834510365895,0.12296107701007028,48,30,12,0.5
70,7,0.1345678065799135,0.13194727963328273,0.8248898395376715,0.12188994610996964,58,30,25,0.5
90,7,0.13175892394092717,0.13175892394092717,0.8303067386731617,0.12024947140547475,71,30,44,0.5
110,7,0.13612865787766437,0.13612865787766437,0.8365945997559596,0.11928497043456136,91,30,66,0.5
130,7,0.1378598403004643,0.12910640752422597,0.8375799094506147,0.11861369417267642,101,30,98,0.5
150,7,0.14477422741786192,0.12915106198331874,0.8304185327756749,0.11722641633629478,96,30,142,0.5
170,7,0.18995515819096398,0.1894635406285745,0.8268777054243502,0.11982551500363509,121,30,181,0.5
190,7,0.16044631957644231,0.15614227336844486,0.8353611223521209,0.11898863587496618,135,30,234,0.5
210,7,0.15925526158321474,0.15916308504216525,0.840345919808807,0.1198801594191337,142,30,304,0.5
230,7,0.19431910093524035,0.19254947310712447,0.8424201071438318,0.1212290984736332,145,30,377,0.5
250,7,0.19326945650774385,0.18918818187646053,0.8437569555595905,0.12094728814118746,168,30,475,0.5
270,7,0.20668461821950831,0.19899168415858975,0.8464214007532902,0.1224975883137359,166,30,579,0.5
290,7,0.20274459653189492,0.20274459653189492,0.8501986410956056,0.12171842556632714,191,30,677,0.5
310,7,0.2038335990233168,0.19560387571243662,0.849804106668808,0.12196428955876207,183,30,792,0.5
330,7,0.15982545593193875,0.1582019993467157,0.8501850217661225,0.12385188336488695,202,30,920,0.5
350,7,0.19891326504604664,0.19129260927107172,0.8518134610636454,0.12241577279899354,232,30,1040,0.5
370,7,0.25689340799260557,0.25188793378464575,0.8528966264237624,0.11968758768492993,233,30,1183,0.5
390,7,0.16191226606021883,0.147719390336679,0.853296792716053,0.12205292289624639,234,30,1361,0.5
10,8,0.1364853207345633,0.1364853207345633,0.850919649085187,0.1301676003236835,8,30,0,0.5
30,8,0.16324826507868298,0.1606536596209955,0.8175529560470712,0.13362275879743454,29,30,4,0.5
50,8,0.21980673922640137,0.21910466447502558,0.7976703511413369,0.1500634270022375,42,30,15,0.5
70,8,0.28667361122246865,0.28667361122246865,0.7881193948658883,0.14734585213807144,49,30,33,0.5
90,8,0.3421902339039646,0.3421902339039646,0.7944804888228788,0.1354820673638663,75,30,53,0.5
110,8,0.3130803194274623,0.301843333134358,0.7972114626822107,0.1416601814398766,87,30,92,0.5
130,8,0.33745270187778387,0.33653653272331013,0.7959548920126468,0.13913966311498058,77,30,130,0.5
150,8,0.3389616069187738,0.3389616069187738,0.8015552614941002,0.1307997798302496,101,30,180,0.5
170,8,0.38673333866272475,0.38673333866272475,0.8049087697152115,0.12790916410643663,122,30,237,0.5
190,8,0.4370491221753026,0.4370491221753026,0.8033311928430729,0.1270850184353319,143,30,297,0.5
210,8,0.456594630639245,0.44643101621671566,0.8068948551476525,0.12450916565866885,140,30,384,0.5
230,8,0.39132766979460304,0.39132766979460304,0.8081676025199673,0.12321972723112606,144,30,484,0.5
250,8,0.4429697852193987,0.4429697852193987,0.8080439061174842,0.12554549942334894,167,30,571,0.5
270,8,0.47641329395847215,0.47556167664590976,0.809687548565696,0.13002618089189616,167,30,687,0.5
290,8,0.5036457403058412,0.5036457403058412,0.8109362118266482,0.13078485941652626,182,30,800,0.5
310,8,0.4672936191544463,0.4646010302977626,0.8137232391350531,0.13213953118346028,191,30,932,0.5
330,8,0.4831878816215969,0.4828400577279419,0.8158565252264354,0.13106869122952752,173,30,1082,0.5
350,8,0.4993492796789312,0.4916528954655215,0.814919176723338,0.1301498147952741,191,30,1233,0.5
370,8,0.526279439319334,0.5059427769736482,0.8159668543615874,0.1290652221787679,218,30,1389,0.5
390,8,0.4785883034713941,0.46979427456653167,0.8163237105076359,0.13230889705586182,206,30,1551,0.5
