number of agents,random seed,average utility of best design,average utility of voted design,smax,smin,number of created designs,utility param,number of same designs,diversity param
200,0,0.21911528509331354,0.21711641236392995,0.9972028935313989,0.0032013550735075186,139,40,69,0.1
400,0,0.3206862805029103,0.3148077576152608,0.9972818598031205,0.0030747809547098225,205,40,260,0.1
600,0,0.3383212770714393,0.33559772283256106,0.9974600556957047,0.003010759613868437,329,40,551,0.1
800,0,0.35086874783020955,0.35086874783020955,0.9973477646596717,0.0030335696537273026,403,40,947,0.1
1000,0,0.4549692898112355,0.4549692898112355,0.9972840193570132,0.0030337564532687323,509,40,1451,0.1
200,1,0.21183352819077453,0.20713902562809486,0.9954980105545985,0.010484893761243935,121,40,77,0.1
400,1,0.36404381110765216,0.3579470483715388,0.9954231728126595,0.010998110720112766,224,40,265,0.1
600,1,0.2620608732044167,0.2620608732044167,0.9950513038989229,0.010819475245333035,317,40,538,0.1
800,1,0.3456440884914923,0.3456440884914923,0.9949696514315955,0.010967946190339117,373,40,962,0.1
1000,1,0.3153708153387238,0.31537081533872385,0.9949332391312604,0.01134759152310353,479,40,1503,0.1
200,2,0.17573980905206849,0.17518698414637496,0.9944096623965223,0.0,140,40,75,0.1
400,2,0.26978166923815045,0.26978166923815045,0.9945220209894672,0.0,227,40,235,0.1
600,2,0.3147543587137546,0.3147543587137546,0.995046005078857,0.0,297,40,541,0.1
800,2,0.34974637837040745,0.34974637837040745,0.995252492872564,0.0,387,40,979,0.1
1000,2,0.40270420041225985,0.40270420041225985,0.9952340809477659,0.0,438,40,1507,0.1
200,3,0.11114463509693225,0.10956655288882583,0.9979636288248741,0.0005275232659618545,126,40,61,0.1
400,3,0.22856232179295355,0.2197126917488724,0.997328516992342,0.00048322068206886186,244,40,220,0.1
600,3,0.28719439317301965,0.2871943931730197,0.997559751426149,0.0004948246818560029,331,40,500,0.1
800,3,0.30515337923557856,0.30515337923557856,0.9975512387048222,0.000490845217634502,420,40,942,0.1
1000,3,0.39459431372403836,0.39459431372403836,0.9975912715898513,0.0004921607242293753,451,40,1509,0.1
200,4,0.21662236217865302,0.20783545223441724,0.9989722959492059,0.000713349193944466,137,40,70,0.1
400,4,0.41227469973934133,0.4020438257626606,0.9989571291128294,0.00062505052256257,210,40,243,0.1
600,4,0.5767486387064221,0.5686400828049978,0.99900812795837,0.0005994645297490494,312,40,523,0.1
800,4,0.4845180768007226,0.4768805770945149,0.9990892300924904,0.0006341413619705773,306,40,979,0.1
1000,4,0.6007318689785528,0.6007318689785528,0.999112450422782,0.0006186116052986892,494,40,1504,0.1
200,5,0.2805659810670586,0.2805659810670586,0.9996214655417294,0.004053474117191259,154,40,66,0.1
400,5,0.45439372876397854,0.45439372876397854,0.9996693715278292,0.004543614374573787,233,40,244,0.1
600,5,0.3642579629166881,0.3642579629166881,0.9996763417707154,0.004126251814951064,308,40,529,0.1
800,5,0.46686801403341605,0.46686801403341605,0.9996649662318973,0.003987342544887918,359,40,978,0.1
1000,5,0.5834939634240051,0.5834939634240051,0.9996665859789949,0.003895746658312727,482,40,1488,0.1
200,6,0.20919079572264884,0.20919079572264884,0.9991875487246701,0.0012493234158148796,142,40,75,0.1
400,6,0.3323648121905667,0.328095487834278,0.9991689702148951,0.0010029196369010112,245,40,243,0.1
600,6,0.39815736620062464,0.3871269382575811,0.9991156739815937,0.00106592616117738,322,40,498,0.1
800,6,0.5233410713474589,0.5233410713474588,0.9991300965237108,0.0009710639935593287,395,40,903,0.1
1000,6,0.5340171340401111,0.5244234901009031,0.9990475250731317,0.0010442191521087608,516,40,1386,0.1
200,7,0.10817657470459531,0.10817657470459531,1.0,0.014318253428483967,142,40,80,0.1
400,7,0.1611728154719715,0.15477309731435027,0.9999859801652116,0.013428624369140267,208,40,262,0.1
600,7,0.2113481195378608,0.2085009841341019,0.9999769135400846,0.012922451492033419,325,40,541,0.1
800,7,0.3139659477811799,0.3139659477811799,0.9999742428297409,0.012660900834352071,381,40,1004,0.1
1000,7,0.30055725954258405,0.297634236050062,0.9999793942637928,0.012745781070676705,452,40,1594,0.1
200,8,0.11366550034128053,0.11258028187187268,0.9993888985678744,0.003880877350338141,117,40,70,0.1
400,8,0.20851364535616917,0.2047459007402007,0.9989755001038598,0.003996164985329612,266,40,233,0.1
600,8,0.2872606575494433,0.2832826828677612,0.999099849552484,0.004143294068698448,321,40,522,0.1
800,8,0.31812276417893026,0.3100533874691293,0.9988863968395262,0.00418585060496306,387,40,910,0.1
1000,8,0.3787656315591342,0.37551540381606924,0.9988238981120204,0.004104481686355278,420,40,1491,0.1
