number of agents,random seed,average utility of best design,average utility of voted design,smax,smin,number of created designs,utility param,number of same designs,diversity param
910,1,0.6949145165951708,0.6942477130376954,0.8744971403099353,0.15337214038265143,251,20,2352,0.5
10,2,0.14046338520770896,0.14046338520770896,0.8852454648515536,0.13369065182873613,11,20,0,0.5
110,2,0.2637370241159078,0.2574434696398043,0.8715646596879884,0.182850109364222,80,20,32,0.5
210,2,0.39280154570358133,0.39280154570358133,0.8787086641292804,0.17539949672287983,135,20,90,0.5
310,2,0.5964010890111956,0.5927597256382732,0.8702169219452098,0.17599085898669228,183,20,220,0.5
410,2,0.4102847487524454,0.39704461017951853,0.8694928159514929,0.17652164325475536,243,20,371,0.5
510,2,0.5577833907259179,0.5441695899182565,0.871824583761161,0.17459722406919093,298,20,595,0.5
610,2,0.6362863409324274,0.6362863409324274,0.8695463443038987,0.17792401040276223,297,20,906,0.5
710,2,0.648671184112423,0.6472407661408092,0.8714439282459556,0.17834342457804053,322,20,1286,0.5
810,2,0.47015589715690215,0.46681170298506586,0.867859668299073,0.1790707919028886,372,20,1723,0.5
910,2,0.6201622130842264,0.6201622130842264,0.8664033563717437,0.17670386862107704,467,20,2169,0.5
10,3,0.14564634548893235,0.14564634548893235,0.8971614354655101,0.13855548997329742,12,20,1,0.5
110,3,0.2638324305874474,0.2562002550229182,0.8632788044984963,0.1542077520143559,82,20,23,0.5
210,3,0.41641394826047406,0.41327664285665844,0.8594410782298799,0.1655652661820925,149,20,80,0.5
310,3,0.35258973393752097,0.34216576913101165,0.8595798806635307,0.16033111688510213,201,20,191,0.5
410,3,0.4952029544176208,0.4892029249779437,0.8629633787656535,0.16023673319080645,230,20,349,0.5
510,3,0.49923108478616074,0.4873330485327921,0.8631297100007855,0.16237621665816032,294,20,574,0.5
610,3,0.5697244662194645,0.5664774185316147,0.8651820516104115,0.16040137299414808,297,20,879,0.5
710,3,0.5083764354828194,0.5082537276431106,0.8658560652483756,0.1621921532015062,349,20,1211,0.5
810,3,0.5682918946382135,0.5657877403140184,0.8657938300518465,0.161382538221207,360,20,1604,0.5
910,3,0.6039197058342406,0.6031886263559211,0.8668929730906081,0.16000714904962737,346,20,2154,0.5
10,4,0.1843532442194739,0.17589174802341695,0.8242289576460948,0.13835226684924282,13,20,0,0.5
110,4,0.2832156845145845,0.2795784022622194,0.8215371797398592,0.09301663443214087,79,20,25,0.5
210,4,0.3299024352213839,0.32990243522138385,0.8193503174252187,0.09254239970951492,141,20,102,0.5
310,4,0.4486892827381207,0.4486892827381207,0.8242021678377416,0.09071450086844032,215,20,216,0.5
410,4,0.4838098052064005,0.4838098052064005,0.8246138163139182,0.08770047366034552,261,20,379,0.5
510,4,0.4289453334622106,0.4167610215307934,0.8334282575154766,0.09461732608762403,311,20,611,0.5
610,4,0.5441457679226068,0.5436101615200974,0.8324179332964425,0.09446484555315805,312,20,882,0.5
710,4,0.4856364498635036,0.47437857143134665,0.8328625152690892,0.09389645727830603,400,20,1206,0.5
810,4,0.5269833732906893,0.5241734555847226,0.8338660567332604,0.09387514501819029,399,20,1595,0.5
910,4,0.5225987521366572,0.5225987521366571,0.832820666014535,0.09280484031414837,461,20,2039,0.5
10,5,0.112631093901394,0.112631093901394,0.8536530142629639,0.09074917860637337,12,20,0,0.5
110,5,0.34342532447588864,0.34342532447588864,0.8477596189193409,0.15330086968751935,78,20,21,0.5
210,5,0.38641196178936715,0.382807632346969,0.8452237029039417,0.1438691922638712,139,20,106,0.5
310,5,0.48851752943084986,0.48295217382668176,0.8453341713771926,0.13211838386768807,200,20,228,0.5
410,5,0.5361910696843224,0.5361910696843224,0.8453783653446507,0.13425436325055276,250,20,384,0.5
510,5,0.4026993227237005,0.39743307035542413,0.843372872207672,0.13038965703705585,278,20,610,0.5
610,5,0.4510248687634626,0.4510248687634626,0.8438310923286281,0.1324479011724809,329,20,917,0.5
710,5,0.526359200678145,0.5159223065163667,0.8423226291995177,0.13346008108938692,348,20,1263,0.5
810,5,0.570312292145009,0.570312292145009,0.8407381960619623,0.1313294221889698,393,20,1665,0.5
910,5,0.5714615118330272,0.5634465768395454,0.8403433398603305,0.13099782545521463,453,20,2129,0.5
10,6,0.134156579890195,0.132871085383905,0.9062856769748079,0.1307140526463622,13,20,0,0.5
110,6,0.24162475752520268,0.212858361278482,0.8766277450398676,0.16691360559374127,82,20,23,0.5
210,6,0.22371624929134165,0.22371624929134165,0.8757663943346838,0.16754139326866238,143,20,83,0.5
310,6,0.24143457914314734,0.23844785684436548,0.8765891019440205,0.16611016171080575,200,20,194,0.5
410,6,0.26284441398755903,0.25526122253615996,0.8821068596018514,0.1700963221463546,251,20,366,0.5
510,6,0.330699712424498,0.330699712424498,0.8830424996709468,0.17258254278818347,293,20,582,0.5
610,6,0.3130551684570695,0.3068027417283908,0.8822087602652188,0.17120546162618536,336,20,832,0.5
710,6,0.3990282023816267,0.38937044038852575,0.8838189013214792,0.17118642164926992,359,20,1168,0.5
810,6,0.4507957829450946,0.4488362247754297,0.884964310716441,0.1691082492629968,407,20,1545,0.5
910,6,0.31638060622817,0.31638060622817,0.8847137452178906,0.16836301848060511,437,20,2035,0.5
10,7,0.16625136903167578,0.16625136903167578,0.9163177917180214,0.16239284434727466,13,20,0,0.5
110,7,0.34501431550208544,0.34501431550208544,0.8465652776107332,0.1548056759364665,75,20,40,0.5
210,7,0.433169731862934,0.433169731862934,0.850269796158121,0.15136571282029704,146,20,113,0.5
310,7,0.4183079812454155,0.412817417968236,0.8504295461204091,0.1551906702268689,194,20,236,0.5
410,7,0.3542896581805388,0.35428965818053876,0.8485449809050482,0.15830200485404133,261,20,403,0.5
510,7,0.3572649265462319,0.3572649265462319,0.8537084893779712,0.1537034373376212,252,20,655,0.5
610,7,0.4452780650467839,0.4404840807466302,0.8563922137457057,0.15576809268403352,293,20,971,0.5
710,7,0.4489236957780298,0.44741206451650123,0.8557294741722661,0.1559662081024428,380,20,1308,0.5
810,7,0.466885591333062,0.4665636155635918,0.8561395831930362,0.15558750703829705,410,20,1702,0.5
910,7,0.4183355069516558,0.4142664848088698,0.8564830436097488,0.15418202096810157,417,20,2143,0.5
10,8,0.11824053167329754,0.11824053167329754,0.8889555903012794,0.10415107059361299,9,20,0,0.5
110,8,0.2692740168327342,0.26114864661589265,0.8382257792111557,0.1415847777909643,88,20,29,0.5
210,8,0.3345113283212508,0.3345113283212508,0.8424073325625537,0.14806930248895914,140,20,116,0.5
310,8,0.3264173850969939,0.3197182697265044,0.844252184553076,0.15144678248083887,194,20,245,0.5
410,8,0.3287265155689075,0.3287265155689075,0.8524415241059435,0.1504580193435027,225,20,437,0.5
510,8,0.6336503824458068,0.628775293547547,0.8489959964878125,0.14869687067195272,292,20,653,0.5
610,8,0.5769188462923622,0.5753008453692389,0.8451354855267905,0.15139407370537214,339,20,942,0.5
710,8,0.6148441138918744,0.6148205716711314,0.8443053712731012,0.15146808837816964,353,20,1284,0.5
810,8,0.5532987091973375,0.5482387504006553,0.8434277084261821,0.1537454848239204,402,20,1681,0.5
910,8,0.6177949286273775,0.6133370437177147,0.8435277204115699,0.15264083045957222,399,20,2165,0.5
