number of agents,random seed,average utility of best design,average utility of voted design,smax,smin,number of created designs,utility param,number of same designs,diversity param,median
335,7,0.34947584916151064,0.3461961699065513,0.6322242206140336,0.3326693783336504,200,30,246,0.75,0.33766299148825046
545,7,0.3521547655177412,0.3486282245184309,0.6320588059886081,0.334359128901952,283,30,496,0.75,0.33879920499624694
885,7,0.35152835674126875,0.35026280348096284,0.6303079945220527,0.33007514867238924,459,30,892,0.75,0.3360083591085951
1438,7,0.37902670761649554,0.37902670761649554,0.6419479934308089,0.33409512083569515,634,30,1692,0.75,0.3432284698569763
2335,7,0.44152491768290597,0.4201996193701958,0.642430363877816,0.33518828536656226,951,30,3112,0.75,0.36164689860396143
3792,7,0.4563658307161426,0.4536689949287748,0.6435546426865679,0.33768676727521596,1290,30,5539,0.75,0.3621331405385032
6158,7,0.45448156557606306,0.44259195383275085,0.6455062831411728,0.3366075416589306,1958,30,9679,0.75,0.3700455538718315
10000,7,0.4501094889734392,0.44292567665553023,0.6467756436216954,0.3374770247125468,2795,30,16787,0.75,0.37067613459628135
1,8,0.0003654002143056938,0.0003654002143056938,1.0,0.0,3,30,0,0.75,5.454470308017744e-05
1,8,0.00016725104193572544,0.00016725104193572544,1.0,0.0,2,30,0,0.75,8.362552096786272e-05
2,8,0.15953945814377982,0.15953945814377982,0.9543846223453393,0.1591014646387989,4,30,0,0.75,0.1593227338103346
4,8,0.22934073286682308,0.22934073286682308,0.8211587915659379,0.22884772151948507,5,30,0,0.75,0.22899255892665843
6,8,0.22093285695388165,0.22093285695388165,0.6959925238240223,0.22017358083191443,6,30,0,0.75,0.22038305645004497
11,8,0.2375222723583727,0.2375222723583727,0.6649582773705449,0.23083098718969708,11,30,0,0.75,0.23193813621285972
18,8,0.3084388342115997,0.30625857976779347,0.6775403129341712,0.2959959516873525,18,30,0,0.75,0.29866409430310625
29,8,0.3581859010099288,0.3581859010099288,0.6877110687594791,0.35268726541124884,26,30,4,0.75,0.3544411449676231
48,8,0.34144875288692705,0.34144875288692705,0.7121579363265057,0.3130887906903876,34,30,13,0.75,0.32403572498493804
78,8,0.36237864703938566,0.35820921949235157,0.6763869043484413,0.31067502414304254,54,30,30,0.75,0.3305927957133964
127,8,0.4265805856280133,0.41198857180133813,0.666029035359774,0.3401879521250706,78,30,69,0.75,0.3725968137298211
206,8,0.44103991368637513,0.4312117157116412,0.6528192052609456,0.3168834545918085,126,30,136,0.75,0.37119091332378207
335,8,0.43875634697477617,0.43520583720894745,0.6295720544070773,0.30991783577046916,186,30,265,0.75,0.37449405427820326
545,8,0.523273417796153,0.523273417796153,0.6331659728799205,0.3122777573563079,247,30,568,0.75,0.412314093363003
885,8,0.493779857055492,0.49089167301155123,0.635771735832434,0.3211338634666859,436,30,1008,0.75,0.39695583337102713
1438,8,0.5396493979774449,0.5388244832232693,0.6369184206201266,0.3226253556020023,484,30,1903,0.75,0.4438431466395443
2335,8,0.5399721371764322,0.5396871751206436,0.6400151502057876,0.3284565701224979,798,30,3411,0.75,0.48022042513959706
3792,8,0.5168913246697211,0.5141406521747679,0.6406409515029631,0.3319431900563272,1059,30,6080,0.75,0.4371788679519257
6158,8,0.5367789329851627,0.5357519926809471,0.6382316032795651,0.3295808042460484,1365,30,10523,0.75,0.5167317429225771
10000,8,0.5347848578963964,0.5340937979951116,0.6385516239278042,0.33414848713378376,2211,30,18052,0.75,0.5090295891046945
