number of agents,random seed,average utility of best design,average utility of voted design,smax,smin,number of created designs,utility param,number of same designs,diversity param
21,5,0.2145183330395782,0.01021515871617039,0.8569704560242494,0.19612456295681563,25,30,0,0.5
41,5,0.19755398746822367,0.004818389938249358,0.8616392884244549,0.1534402851133785,33,30,5,0.5
61,5,0.21014716589682556,0.003394616178710999,0.8569403184999156,0.1644658834910499,51,30,16,0.5
81,5,0.24349944884842675,0.0029762370270836965,0.8493908181121083,0.1611353822488435,58,30,36,0.5
101,5,0.3269717216852759,0.0031661955054501857,0.8620599022403437,0.15723565883080245,72,30,68,0.5
121,5,0.28946693935031703,0.0023922887549612977,0.8539861282485858,0.1484954617859249,98,30,98,0.5
141,5,0.26072645088476815,0.0017767993269353763,0.856031211896203,0.14792464297586086,101,30,134,0.5
161,5,0.37980520764291836,0.002359038556788313,0.8546030070948347,0.1416755898584505,117,30,190,0.5
181,5,0.3372100479178952,0.0018630389387729017,0.8512010090512301,0.14260225795971146,115,30,257,0.5
201,5,0.3559686297531969,0.0016893354478322699,0.8507283337170164,0.14148698683177743,124,30,334,0.5
221,5,0.3857987492667088,0.0017456956980394065,0.8510903401799832,0.1380485166066932,142,30,412,0.5
241,5,0.3874833197177552,0.0015955891071857196,0.8530124156607811,0.1402909917526879,148,30,502,0.5
261,5,0.35733738062723724,0.0013691087380353917,0.8522833367027227,0.13674254831661728,165,30,616,0.5
281,5,0.4193908561483287,0.0014902154763017361,0.8509027395030122,0.13920028118629738,168,30,743,0.5
301,5,0.4338711882015032,0.0014261986607344728,0.8530345233879173,0.14181225667594877,182,30,851,0.5
321,5,0.40739084418063004,0.0012691303557028973,0.855355533376865,0.14193607042770523,194,30,976,0.5
341,5,0.40730299972953665,0.0011772354479784133,0.8557123406283105,0.14368477916387642,192,30,1103,0.5
361,5,0.49137233128516034,0.0013611421919256519,0.8568332602070673,0.14147049966878672,239,30,1244,0.5
381,5,0.4021989056233491,0.0010168898223355371,0.8562420885427535,0.14059846734012396,233,30,1409,0.5
1,6,0.00025060847228911985,0.00025060847228911985,1.0,0.0,3,30,0,0.5
21,6,0.12621394360565136,0.00599911541765201,0.8500305569962233,0.1218624802790609,19,30,0,0.5
41,6,0.15206638284730087,0.0035430119957865023,0.8535329691739512,0.13894595829298598,39,30,7,0.5
61,6,0.15272479083515622,0.002421227378866851,0.8503433936174208,0.13386499459110068,52,30,14,0.5
81,6,0.14878676799633272,0.001828698931376782,0.8413792636187064,0.13883710045507042,51,30,30,0.5
101,6,0.170090122843578,0.001551001070345971,0.8409424843745245,0.13790476152951975,94,30,49,0.5
121,6,0.1637331687706129,0.0012464149025104532,0.833598906170625,0.13193101594563497,87,30,89,0.5
141,6,0.14634594139976048,0.0010001081649610706,0.8398442070001515,0.12850350643550948,100,30,118,0.5
161,6,0.18717625769917778,0.0011625854515476882,0.8405864119902383,0.12986777196696433,135,30,172,0.5
181,6,0.20587703098312965,0.0011169800217938218,0.8383330904669428,0.1338195046193756,128,30,216,0.5
201,6,0.18575593278341707,0.0008457089792029936,0.8366873682024883,0.13692301560715234,145,30,283,0.5
221,6,0.21256884182767488,0.0009618499630211534,0.836538555666465,0.13480234885502357,153,30,360,0.5
241,6,0.2311523470927758,0.0009162091111860158,0.835817432813778,0.13714219239221617,163,30,444,0.5
261,6,0.19981107691402916,0.000765559681662947,0.8396027141014608,0.13691376960937668,158,30,526,0.5
281,6,0.17949870201890758,0.0006307349737679416,0.8393306932878619,0.1385983764352936,193,30,605,0.5
301,6,0.207086797167837,0.0006729130345778067,0.8318360784736262,0.1385213081826472,219,30,705,0.5
321,6,0.21129130748103497,0.0006398637304109656,0.8344359385575761,0.13727444695095542,186,30,831,0.5
341,6,0.2041094257826064,0.0005985613659313971,0.8329960772582272,0.13812076017546568,222,30,955,0.5
361,6,0.22109877385237245,0.0006124619774303946,0.8334030276884011,0.1367127377666696,227,30,1095,0.5
381,6,0.3004256640314979,0.0007682013003869544,0.8344391591829966,0.13779941349664498,214,30,1245,0.5
1,7,0.00041143381688740814,0.00041143381688740814,1.0,0.0,3,30,0,0.5
21,7,0.15599911778338443,0.007292409470497956,0.8138173927799415,0.14783982844066368,24,30,2,0.5
41,7,0.14909022363959484,0.0034347598579918173,0.8143422831309803,0.13404109618462048,43,30,9,0.5
61,7,0.13113954334394484,0.0021055740774701794,0.829401809829605,0.12126893617930862,54,30,17,0.5
81,7,0.14889748579372628,0.0017908657544282883,0.834500742742567,0.1284103810785835,69,30,35,0.5
101,7,0.13725455148279408,0.001294926939110974,0.8453615538262838,0.12786850572399316,83,30,63,0.5
121,7,0.19061836298227472,0.0015753583717543365,0.8473910561060051,0.1311839372106435,90,30,94,0.5
141,7,0.19950329572195052,0.0013714320560945118,0.8409452969672557,0.1275173583119478,108,30,131,0.5
161,7,0.19400792805856004,0.0012050181866991307,0.8469181568404568,0.12839935596797408,120,30,179,0.5
181,7,0.20720634086562245,0.0011447864136222236,0.8483537267530342,0.12777290918102624,131,30,231,0.5
201,7,0.2280331336673677,0.0011344932023252124,0.8486372423688913,0.1272191863773085,148,30,301,0.5
221,7,0.18815485877174232,0.0008513794514558476,0.8479372627161652,0.1298020499653853,150,30,373,0.5
241,7,0.22027277568101286,0.0009053142687172956,0.8496662171079266,0.12987904676211617,162,30,461,0.5
261,7,0.16469722867068026,0.0006299109593874174,0.8451579704620226,0.129912889795138,164,30,553,0.5
281,7,0.21739300629791633,0.0007563971573185509,0.8462698192811854,0.13145631457892862,174,30,652,0.5
301,7,0.17405438398535295,0.0005595472563611237,0.8461104464332286,0.1306503365691924,189,30,768,0.5
321,7,0.20193884005317775,0.0006010652393368547,0.8488265027068628,0.12957177881024576,200,30,890,0.5
341,7,0.16533478517992076,0.00047297829105308976,0.8496123655885746,0.13050218278698755,208,30,1024,0.5
361,7,0.1980840915437305,0.0005311773915967183,0.8501502610733831,0.1315878521475328,229,30,1166,0.5
381,7,0.18058967090430397,0.0004420888565972286,0.8513881823695347,0.13155937204168353,253,30,1304,0.5
1,8,0.0006667885865897714,0.0006667885865897714,1.0,0.0,3,30,0,0.5
21,8,0.2432286741916099,0.011155248326416824,0.8243856352781973,0.19877503136822056,24,30,2,0.5
41,8,0.2506042607380123,0.005927650832431416,0.8361074693895968,0.1716167207804295,35,30,7,0.5
61,8,0.2567826799099223,0.003993316137783306,0.8343810726196288,0.14494258019016962,55,30,19,0.5
81,8,0.32044804086793716,0.003899608457680834,0.8282794786423909,0.13862885151277762,66,30,33,0.5
101,8,0.3113387025251426,0.003082561411140026,0.8190164572131379,0.13975108890880666,74,30,56,0.5
121,8,0.23046587030643995,0.0018216901502379017,0.8171888634134002,0.14280558777860636,88,30,87,0.5
141,8,0.3745421740189671,0.002645928975362731,0.8086597178373015,0.14008735452846463,93,30,141,0.5
161,8,0.4377837373488636,0.002665510619468044,0.8022664544413762,0.14621074910544626,105,30,203,0.5
181,8,0.4233788344609319,0.002339109582657082,0.8067864205320151,0.14088921507816354,123,30,267,0.5
201,8,0.41219174886425164,0.0020507052182301075,0.8102090513792352,0.13735791915825354,136,30,336,0.5
221,8,0.4941393553371401,0.002195934877985146,0.809132367156895,0.1324231815533736,131,30,436,0.5
241,8,0.3859208298858062,0.0015582830349109835,0.8072505147804898,0.13044493098926707,131,30,522,0.5
261,8,0.5228590807131296,0.002003291496985171,0.8049923028479733,0.13169240245721545,174,30,615,0.5
281,8,0.4749384649553959,0.0016876833182852896,0.8058176962357908,0.12897126108683493,172,30,714,0.5
301,8,0.4599469875823645,0.0014979955150098998,0.808638784074698,0.13011290231019754,194,30,832,0.5
321,8,0.5367637598512726,0.0016721612456425936,0.80687888686978,0.13235760591541193,200,30,953,0.5
341,8,0.523986045369126,0.0015366159688244164,0.8072582318385864,0.13131868058788584,223,30,1092,0.5
361,8,0.5360155112593004,0.0014848075104135744,0.8104348623942814,0.1308665791789435,203,30,1258,0.5
381,8,0.5003329163438068,0.00131320975418322,0.8101170410436613,0.13075746351008333,210,30,1433,0.5
