number of agents,random seed,average utility of best design,average utility of voted design,smax,smin,number of created designs,utility param,number of same designs,diversity param,median
112,2,0.20307599640950866,0.19582434786513003,0.8416976756201519,0.15640349091251185,76,30,70,0.5,0.17182429237140065
162,2,0.2204218458921778,0.20724822796393064,0.8475055395852846,0.1520644956239469,120,30,122,0.5,0.1743694824149004
233,2,0.25210516390656884,0.2443382518390161,0.8454852272288518,0.1575161536317958,131,30,226,0.5,0.18258150381940658
335,2,0.26522329654224275,0.2618715542216598,0.8461097868725965,0.15298202854490603,186,30,384,0.5,0.18560496669542043
483,2,0.4162675627974414,0.4162675627974414,0.8498622503603751,0.15440705593590137,260,30,616,0.5,0.2086673949095724
695,2,0.312492838714506,0.31230484902708533,0.8486081579110454,0.15548227413341636,303,30,1026,0.5,0.21493498033033423
1000,2,0.3490910267944089,0.3490857830912517,0.8470424150841561,0.16115333976916577,456,30,1558,0.5,0.2391722145611059
1,3,0.0011483018145407036,0.0011483018145407036,1.0,0.0,3,30,0,0.5,0.0002499452386533369
1,3,0.0003591247973381923,0.0003591247973381923,1.0,0.0,2,30,0,0.5,0.00017956239866909616
2,3,0.0020995749749527053,0.0020995749749527053,0.9409852830632386,0.0,4,30,0,0.5,0.0008721978054734153
2,3,0.0014041744810557978,0.0014041744810557978,0.9409852830632386,0.0,3,30,0,0.5,0.0006917688107110499
4,3,0.06980941750133668,0.06980941750133668,0.8937527810765105,0.0679518863881037,4,30,0,0.5,0.0683642872951149
6,3,0.08913601592393683,0.08913601592393683,0.8868091487638564,0.08683541603772614,7,30,0,0.5,0.08787278915339365
8,3,0.10268067479402873,0.10268067479402873,0.8829080124703007,0.0924561352617326,10,30,0,0.5,0.09567449038857032
12,3,0.14157701833552302,0.14157701833552302,0.8672421483272436,0.13466222164503744,13,30,0,0.5,0.1360460144344045
18,3,0.17357780261408245,0.17357780261408245,0.8789192167386496,0.16853901231593488,16,30,1,0.5,0.1694934558376771
26,3,0.18968184520311526,0.18968184520311526,0.8864847812801346,0.15442755100593425,31,30,3,0.5,0.1658659606273528
37,3,0.21967374338625859,0.21781358355403582,0.8806166737819884,0.19341692037742203,30,30,6,0.5,0.19583131311194812
54,3,0.2452963445197881,0.2452963445197881,0.8881178002400417,0.17871808301307993,46,30,15,0.5,0.2050346200760907
78,3,0.2338073297542357,0.2338073297542357,0.867899093907756,0.1659374692063051,56,30,34,0.5,0.1883527803339346
112,3,0.26855358709558746,0.2599748614135259,0.8720953166990303,0.16192433300658907,80,30,63,0.5,0.19214178744773489
162,3,0.34251301580850146,0.34251301580850146,0.8635367498346115,0.1563949809499076,114,30,119,0.5,0.24294666764902167
233,3,0.40800538675998693,0.392153721140468,0.8602537220014537,0.15379141749907166,153,30,184,0.5,0.28098555422065064
335,3,0.4675388863522742,0.4675388863522742,0.8532105937144486,0.15860904271428944,166,30,351,0.5,0.30666191814564814
483,3,0.5069105263406214,0.5069105263406214,0.8563329493441761,0.15494951544127472,229,30,628,0.5,0.34864475751162577
695,3,0.6237913319131302,0.6233505367204896,0.8558509677563276,0.15347943205289954,319,30,1017,0.5,0.39312875398994857
1000,3,0.679935304036908,0.6693067633635085,0.8551810989692773,0.1516919249243241,421,30,1562,0.5,0.5000886976345527
1,4,0.0002954804693373368,0.0002954804693373368,1.0,0.0,2,30,0,0.5,0.0001477402346686684
1,4,0.0007431950342217838,0.0007431950342217838,1.0,0.0,3,30,0,0.5,0.00022811808480266587
2,4,0.11542066134187501,0.11542066134187501,0.9906759319410119,0.11510195346603691,2,30,0,0.5,0.11526130740395596
2,4,0.11551581431610983,0.11551581431610983,0.9906759319410119,0.11510195346603691,3,30,0,0.5,0.11521393747917397
4,4,0.15650268611268528,0.15650268611268528,0.9157460836882346,0.15577446407620657,3,30,0,0.5,0.155782578803117
6,4,0.16724425769093496,0.16724425769093496,0.850973046351107,0.1629413789595409,7,30,0,0.5,0.16494483984751798
8,4,0.19206443284437946,0.19206443284437946,0.8568335281253259,0.18977799832224523,10,30,0,0.5,0.19047833324330965
12,4,0.18758440662917175,0.18758440662917175,0.8856895997857938,0.1841692526465325,12,30,0,0.5,0.1851218150772952
18,4,0.1753699536076536,0.1753699536076536,0.8730071285379307,0.165018347515265,17,30,5,0.5,0.16791440929426588
26,4,0.15770901357068218,0.15448041505753965,0.8563915692512645,0.12437627154920464,28,30,12,0.5,0.13172681636251438
37,4,0.16007157134798056,0.16007157134798056,0.8360202029219516,0.11801182427231384,38,30,16,0.5,0.12666385637338035
54,4,0.16410397664298373,0.1595272906799005,0.8385219327254242,0.12170115541048736,49,30,25,0.5,0.1297748511431076
78,4,0.18795706983745855,0.17967411225548466,0.8426288808267693,0.12419685946423183,74,30,43,0.5,0.13796279391889227
112,4,0.17421271292442464,0.17421271292442464,0.8387479454514871,0.11860131934409189,76,30,65,0.5,0.13770814013450894
162,4,0.2079850394360027,0.19521818685753972,0.8395661495988209,0.11918388879514677,109,30,118,0.5,0.15172394797165795
233,4,0.3056939160660522,0.3056939160660522,0.8403902583293199,0.11622932114277573,155,30,208,0.5,0.18086447263649
335,4,0.39386324420331237,0.39386324420331237,0.8426746007784306,0.11542638106889545,184,30,371,0.5,0.22223956216084184
483,4,0.3601850146822946,0.3573103382068278,0.8434332410007486,0.11995738852831908,250,30,593,0.5,0.21424448315857672
695,4,0.37089870062526414,0.37089870062526414,0.834751837754092,0.11959198351165165,396,30,924,0.5,0.2328695520917905
1000,4,0.48055058815879265,0.4737763396485703,0.8367491702551886,0.12212026239641309,506,30,1412,0.5,0.37178541308604196
1,5,0.00046395291657555906,0.00046395291657555906,1.0,0.0,2,30,0,0.5,0.00023197645828777953
1,5,0.0013304117044244308,0.0013304117044244308,1.0,0.0,3,30,0,0.5,0.0002845522583032116
2,5,0.13874488114999436,0.13874488114999436,0.9208046290989422,0.1384601343934638,2,30,0,0.5,0.13860250777172908
2,5,0.13874488114999436,0.13874488114999436,0.9208046290989422,0.1384601343934638,3,30,0,0.5,0.13860422005349307
4,5,0.19635017681191147,0.19635017681191147,0.8895072054115296,0.1959452266481962,5,30,0,0.5,0.19610080023322615
6,5,0.20352896051335437,0.20352896051335437,0.906999366205051,0.20292354849226543,7,30,0,0.5,0.20308643378655464
8,5,0.1777020944167191,0.1777020944167191,0.898595887915116,0.17678042406900346,8,30,0,0.5,0.17704449714275272
12,5,0.17403993513495833,0.17403993513495833,0.8858430890209132,0.15752561488753772,15,30,1,0.5,0.16073806641731267
18,5,0.18727557652803958,0.18709820182453835,0.8777188912087385,0.1665063512475159,18,30,3,0.5,0.1765181418127743
26,5,0.18484486874464873,0.18484486874464873,0.8463815759373509,0.14389464732926183,24,30,7,0.5,0.1537179668828931
37,5,0.1598301110889779,0.1598301110889779,0.842499153246693,0.1293781313879797,30,30,15,0.5,0.13775688535770286
54,5,0.21659585441514811,0.21659585441514811,0.8392838308425165,0.1457483688142985,46,30,29,0.5,0.17223615771202916
78,5,0.2438446698042674,0.23830330766995983,0.8431921612899964,0.13953298745394024,64,30,42,0.5,0.1828712843608778
112,5,0.2738171061760347,0.2738171061760347,0.8384531028758325,0.1318375882752462,81,30,80,0.5,0.18499094548785092
162,5,0.32687442545254847,0.32687442545254847,0.8363521822707158,0.13635632633475306,112,30,130,0.5,0.2101726069095497
233,5,0.40958029612346414,0.40958029612346414,0.8459338625605793,0.13288810691104747,159,30,214,0.5,0.3063155271317406
335,5,0.4728880193218577,0.4725306590547814,0.8549635791017458,0.13219440215560357,211,30,349,0.5,0.30131193328675243
483,5,0.4241754728927553,0.4241754728927553,0.8555834040908392,0.139614130047855,275,30,547,0.5,0.277750193339762
695,5,0.45850097186638933,0.45850097186638933,0.8610994776309115,0.14043016013874515,325,30,912,0.5,0.339701173318805
1000,5,0.5485052523633186,0.5477796150154435,0.8583747574341075,0.13884798475323526,464,30,1438,0.5,0.38317583053701254
1,6,0.00025060847228911985,0.00025060847228911985,1.0,0.0,3,30,0,0.5,0.0002330632492250608
1,6,0.000634759568647855,0.000634759568647855,1.0,0.0,3,30,0,0.5,0.00023160237043330975
2,6,0.0018217405747315105,0.0018217405747315105,1.0,0.0009736705112022633,3,30,0,0.5,0.0012550404264363981
2,6,0.000986790615859061,0.000986790615859061,1.0,0.0009736705112022633,2,30,0,0.5,0.0009802305635306621
4,6,0.13150364253886296,0.13150364253886296,0.9505830901122493,0.12875383667566448,7,30,0,0.5,0.12958541690751793
6,6,0.13043599294515526,0.13043599294515526,0.9566899859986558,0.12961385051979826,6,30,0,0.5,0.12996141329906752
8,6,0.12787482919368917,0.12787482919368917,0.9212694104617033,0.12626813642238083,6,30,0,0.5,0.12670248283353797
12,6,0.11153047756431249,0.11153047756431249,0.8671787286882787,0.11026861633850639,13,30,0,0.5,0.11099074690854234
18,6,0.13364570813908339,0.13278002737810776,0.8425007813807364,0.13035499631772515,17,30,1,0.5,0.13096015442595896
26,6,0.14373696668367225,0.1422012238514789,0.8451611167139964,0.13808777228196237,28,30,6,0.5,0.13996585934970865
37,6,0.15400609636485013,0.15386361058154308,0.8443694469458599,0.1278582299231933,35,30,15,0.5,0.13376277959184676
54,6,0.15051949462889577,0.14999642560583032,0.832648464027121,0.14456027140611402,43,30,23,0.5,0.1462350899002833
78,6,0.17213508737744232,0.16446379048685655,0.8326023987562302,0.13893471135102042,66,30,35,0.5,0.14339708490093966
112,6,0.19985262412386598,0.199654193348654,0.8290850382157132,0.1432138038147563,90,30,49,0.5,0.15407496369048818
162,6,0.16464577970230845,0.16464577970230845,0.83158189083694,0.13209693857819543,122,30,98,0.5,0.13682836156758074
233,6,0.1858672746498176,0.1701721973490569,0.8403451260231029,0.13843665775926162,163,30,165,0.5,0.14716488710338405
335,6,0.18902984168433803,0.18142020238454168,0.8375637478031169,0.1426530445683009,193,30,294,0.5,0.15746384499406885
483,6,0.2154005796798951,0.20604236264225478,0.8360802555421839,0.14298962117531872,279,30,485,0.5,0.16133985841495235
695,6,0.3538188500154175,0.35174117783083186,0.8364065837811269,0.14526601016663157,367,30,809,0.5,0.2176473976578998
1000,6,0.32089081640237244,0.32089081640237244,0.8346637960777761,0.14611952758555685,513,30,1304,0.5,0.19204743140297542
1,7,0.00041143381688740814,0.00041143381688740814,1.0,0.0,3,30,0,0.5,0.00011939005853965372
1,7,0.0014616569718922516,0.0014616569718922516,1.0,0.0,3,30,0,0.5,0.0008647075454773629
2,7,0.16086574829804012,0.16086574829804012,0.9607428703312906,0.16086574829804012,1,30,0,0.5,0.16086574829804012
2,7,0.16134141913717537,0.16134141913717537,0.9607428703312906,0.16086574829804012,3,30,0,0.5,0.16119793766132356
4,7,0.15151526441261803,0.15151526441261803,0.9749397065067573,0.14932064887253002,5,30,0,0.5,0.14983521227155447
6,7,0.1447511027957852,0.1447511027957852,0.8475666279022983,0.14383430384051268,7,30,0,0.5,0.14418201299295524
8,7,0.1183909187609561,0.1183909187609561,0.8458939240719932,0.11650436227479684,9,30,0,0.5,0.11733800783494484
12,7,0.13008781195230584,0.13008781195230584,0.8150468967714503,0.12570683393911455,12,30,0,0.5,0.12632973527969535
18,7,0.12115225387945817,0.12115225387945817,0.8501470304185248,0.11962375139370386,16,30,0,0.5,0.12003645274453639
26,7,0.13045963480263192,0.1301187534147662,0.8735469996118176,0.12552660599843957,23,30,2,0.5,0.12701770142836374
37,7,0.1260626323654218,0.1260626323654218,0.8638860896586724,0.11759076335461234,36,30,5,0.5,0.11990483265432844
54,7,0.129159248170695,0.129159248170695,0.8424186548609148,0.11675720856879748,45,30,19,0.5,0.12030712961808891
78,7,0.13682666584917907,0.1346508390541531,0.8471519835372973,0.12049597511576131,63,30,33,0.5,0.12592635313375625
112,7,0.14457389744478905,0.1427583587805739,0.8530553763256551,0.12154356129358934,83,30,61,0.5,0.12892610359665893
162,7,0.16337578977236844,0.16337578977236844,0.8378713772641857,0.12099131479257584,121,30,114,0.5,0.12748159697648895
233,7,0.163885958023533,0.1604953808060294,0.8510850457502521,0.11799963634609045,158,30,193,0.5,0.1297320234672215
335,7,0.19998291431398302,0.19998291431398302,0.8486954858088877,0.11769111410433312,226,30,319,0.5,0.13281172029138966
483,7,0.1821779725650868,0.17849033432439182,0.8593303199049029,0.1143741968990424,296,30,519,0.5,0.128655789140024
695,7,0.3487003435861955,0.34606962437715727,0.8599067204083787,0.11786345250706527,351,30,874,0.5,0.24000025758793034
1000,7,0.22678420875258348,0.22328884159649656,0.8548655701722663,0.1185691284944837,507,30,1366,0.5,0.15347372553327268
1,8,0.0006667885865897714,0.0006667885865897714,1.0,0.0,3,30,0,0.5,0.000174933716423584
1,8,9.687454357062436e-05,9.687454357062436e-05,1.0,0.0,2,30,0,0.5,4.843727178531218e-05
2,8,0.10172972802631129,0.10172972802631129,0.9167555252806667,0.1011676778360401,4,30,0,0.5,0.10145164417959254
2,8,0.10151207510570992,0.10151207510570992,0.9167555252806667,0.1011676778360401,3,30,0,0.5,0.10146359201918123
4,8,0.10206195100870226,0.10206195100870226,0.8479312405333906,0.10113924689351651,5,30,0,0.5,0.10133151928093254
6,8,0.12877980930060218,0.12877980930060218,0.8220756038240765,0.12820847040614625,5,30,0,0.5,0.12842368326974107
8,8,0.12200092203296412,0.12200092203296412,0.843340959317092,0.1196345963755206,9,30,0,0.5,0.12013866811769869
12,8,0.1467724145442871,0.1467724145442871,0.8201306100806421,0.13955666563198296,13,30,3,0.5,0.14107214277177302
18,8,0.18538116896421963,0.18538116896421963,0.8166345599585233,0.17019463011331254,19,30,3,0.5,0.17607627234972278
26,8,0.19102493598315443,0.18748221222879782,0.8217046208581168,0.1690867792178548,19,30,11,0.5,0.17625180338069132
37,8,0.22596378716466775,0.22596378716466775,0.8170211957705709,0.1590642554067165,30,30,14,0.5,0.18573705858751527
54,8,0.26768708782106515,0.2572336386445062,0.8091862638372481,0.155388065946333,44,30,24,0.5,0.19574075635648236
78,8,0.2621807991770441,0.2621807991770441,0.8156312679990054,0.14144331407883207,58,30,51,0.5,0.19246285151363166
112,8,0.32285196111606224,0.32285196111606224,0.8183679757822521,0.1365824193880643,70,30,88,0.5,0.2219553095525083
162,8,0.3665616410021585,0.3665616410021585,0.807464631907385,0.13849981970753777,107,30,141,0.5,0.23678685708517144
233,8,0.40044538527300777,0.40044538527300777,0.80618001397453,0.13245631466317292,133,30,239,0.5,0.27880983269632387
335,8,0.5380213123803976,0.5380213123803976,0.8075572473304675,0.13319273987517574,213,30,379,0.5,0.36570103105916485
483,8,0.5479715884265818,0.5479715884265818,0.8101995901788729,0.13360884099672074,286,30,611,0.5,0.3882360507834991
695,8,0.5733745217755593,0.5699190197251782,0.8116903974099817,0.1344273084481423,360,30,926,0.5,0.4596795624554003
1000,8,0.5779873079452348,0.5774019840382725,0.8078007731980877,0.1272551784541778,440,30,1446,0.5,0.4919648291189007
