number of agents,random seed,average utility of best design,average utility of voted design,smax,smin,number of created designs,utility param,number of same designs,diversity param,median
2,3,0.01026826064849382,0.01026826064849382,0.8379300706198838,0.008764367913771167,4,30,0,0.75,0.00932092155074733
2,3,0.009677899295802605,0.009677899295802605,0.8379300706198838,0.008764367913771167,3,30,0,0.75,0.009262969824227286
4,3,0.17518615598499285,0.17518615598499285,0.7684349082454534,0.1738233357665151,8,30,0,0.75,0.1742404035318864
6,3,0.21350337879580086,0.21350337879580086,0.7063261582432955,0.2120801271618207,10,30,0,0.75,0.21260190996614908
8,3,0.23118908131632557,0.23118908131632557,0.7654432213928287,0.23022269266453224,10,30,0,0.75,0.23046889917802765
12,3,0.24039699421270752,0.24039699421270752,0.6972819683880264,0.2382012055879014,14,30,0,0.75,0.23899107972958972
18,3,0.2881931499667394,0.28770969572838784,0.71129201888921,0.2864568618898597,19,30,0,0.75,0.28678310951721353
26,3,0.30912565962067684,0.30912565962067684,0.7195020867552936,0.3061306043726633,19,30,3,0.75,0.3068703625145822
37,3,0.3238067447004961,0.3211451396310745,0.6938874498120303,0.31640981335134966,34,30,5,0.75,0.3176451230828046
54,3,0.34590459024452697,0.3411459761884719,0.664820252812082,0.32480211775908807,42,30,15,0.75,0.3330309600392831
78,3,0.34459454050945065,0.34041277496821293,0.6740931149694319,0.32448783062564324,59,30,30,0.75,0.3291456503805108
112,3,0.3702323563598301,0.3702323563598301,0.675759129696878,0.3355331714394732,75,30,64,0.75,0.35071412187289047
162,3,0.3758803851388862,0.37356238239703243,0.6796422153184485,0.3399963366158601,87,30,123,0.75,0.35693585373296244
233,3,0.40770484565124865,0.4017530629518001,0.6776951433098599,0.3535360559360351,131,30,201,0.75,0.37291692450883407
335,3,0.3917979469179621,0.3866257481850403,0.6758581165038209,0.35133768359291767,170,30,339,0.75,0.3638416046637897
483,3,0.41509630762427674,0.40832925479376464,0.6744714266682273,0.345649396079779,251,30,542,0.75,0.38048105469823046
695,3,0.47891099444058577,0.4745092197407385,0.6635655873301769,0.343190638295255,304,30,919,0.75,0.3920734144526987
1000,3,0.5217565233815864,0.5180886621784964,0.6625401604468446,0.3460721317301485,408,30,1482,0.75,0.4258865137891488
1,4,0.00034400818139786513,0.00034400818139786513,1.0,0.0,2,30,0,0.75,0.00017200409069893256
1,4,0.0005936034922172827,0.0005936034922172827,1.0,0.0,3,30,0,0.75,8.771116697575823e-05
2,4,0.18480633134455163,0.18480633134455163,0.9216999679366591,0.18461157420770255,2,30,0,0.75,0.1847089527761271
2,4,0.18491712736298,0.18491712736298,0.9216999679366591,0.18461157420770255,3,30,0,0.75,0.18484124515251105
4,4,0.23278152768536026,0.23278152768536026,0.8452181732959279,0.2322408475013172,5,30,0,0.75,0.2323577841020361
6,4,0.24335171920361223,0.24335171920361223,0.7071882725796833,0.24270466904188379,3,30,0,0.75,0.24290193783946104
8,4,0.3051571977856915,0.3051571977856915,0.7051152803721599,0.30350026990960094,9,30,0,0.75,0.30393167156869283
12,4,0.3284478133204413,0.3284478133204413,0.7373599597167263,0.3262137777792978,12,30,0,0.75,0.3267986308764612
18,4,0.33848005594340774,0.3379495110050031,0.7137413224213351,0.3372520415440191,18,30,2,0.75,0.3376740892103466
26,4,0.3471420356296887,0.3471420356296887,0.6922528476836223,0.33965842455714274,19,30,7,0.75,0.34137039957650467
37,4,0.32172295439135795,0.31884668367516905,0.6581767165176547,0.31451771190998695,33,30,12,0.75,0.31672812715923854
54,4,0.34459406850006813,0.3403581838240744,0.6549172824536482,0.32833245554935575,47,30,18,0.75,0.3327122338128741
78,4,0.3459469092790345,0.3425563166795999,0.6693234986341461,0.3287263049867995,51,30,45,0.75,0.33313569121222225
112,4,0.36198272398401066,0.36016907521777836,0.6548403639121003,0.32961580765137416,72,30,85,0.75,0.33642866137779825
162,4,0.3595118372813974,0.3533151422507511,0.6365396286624833,0.31333280779728034,98,30,144,0.75,0.32591180216585064
233,4,0.3858105191775806,0.3858105191775806,0.6487687389587641,0.3115028537934558,140,30,240,0.75,0.33027154210675363
335,4,0.392366414988169,0.3838261499029369,0.653481279585369,0.3201886539166748,182,30,390,0.75,0.34642706125468087
483,4,0.4005295549429306,0.39365326514203175,0.659295408096711,0.33641387282140517,240,30,662,0.75,0.36471163638072435
695,4,0.433765552539909,0.4260996444210556,0.6484898552161864,0.3402629288647727,315,30,1052,0.75,0.3852294934183522
1000,4,0.4380083123092695,0.4183389550809648,0.6420705135119754,0.3405250929211316,382,30,1617,0.75,0.37590962204550055
1,5,0.00010628623842678861,0.00010628623842678861,1.0,0.0,2,30,0,0.75,5.3143119213394306e-05
1,5,0.0003515922342363308,0.0003515922342363308,1.0,0.0,3,30,0,0.75,7.916846768560309e-05
2,5,0.1908384514030953,0.1908384514030953,0.9333280749494137,0.19074198338115336,2,30,0,0.75,0.19079021739212432
2,5,0.19105563543825635,0.19105563543825635,0.9333280749494137,0.19074198338115336,3,30,0,0.75,0.1908384514030953
4,5,0.2792309211691178,0.2792309211691178,0.8108509123210914,0.278946832939995,4,30,0,0.75,0.2790334140825728
6,5,0.28274483203344175,0.28274483203344175,0.7410320524671081,0.28254098684097984,5,30,0,0.75,0.28256089835385023
8,5,0.23974236664640847,0.23974236664640847,0.7392969181988062,0.23900192011315194,7,30,0,0.75,0.23917148962238266
12,5,0.33001050191028475,0.33001050191028475,0.7202684700363412,0.3282789995613605,14,30,0,0.75,0.32849779222514497
18,5,0.34537962167323744,0.34537962167323744,0.7097880210718681,0.3359518962124649,13,30,1,0.75,0.3380973703743385
26,5,0.30774761856183847,0.3071589786651042,0.6860956564338209,0.29873392725780945,23,30,3,0.75,0.30167777219233405
37,5,0.3142103747120342,0.30780064705896604,0.6595578275354849,0.29608216984733265,28,30,8,0.75,0.30332283150448264
54,5,0.3591696146854616,0.3591696146854616,0.652628830609501,0.3436488915937061,35,30,14,0.75,0.3492545928586023
78,5,0.36743431576108404,0.3636453471086859,0.6555665098519665,0.3268664246305141,51,30,28,0.75,0.34030342224425797
112,5,0.3816320132970662,0.37740987544486027,0.6694887321622014,0.33576974882752003,89,30,65,0.75,0.3556165228394447
162,5,0.3993632967706218,0.39024984829860476,0.6702392535508549,0.3505592891965028,90,30,121,0.75,0.36674956378511525
233,5,0.3903746912019507,0.38619935426004437,0.6588106587329172,0.35589637015954606,132,30,201,0.75,0.3720026288506793
335,5,0.4009634540526652,0.40063098989879187,0.6538556593296594,0.36076879704597137,177,30,327,0.75,0.37416266761853667
483,5,0.4479172527814241,0.4479172527814241,0.653390123195885,0.35114931038529285,225,30,560,0.75,0.3828582828039268
695,5,0.4861814122425962,0.4828964227516633,0.658543898531779,0.35067596729621225,253,30,963,0.75,0.40831772116089177
1000,5,0.512902101733391,0.5062166226626791,0.6590488191754791,0.3557404367142654,417,30,1532,0.75,0.43459592734870545
1,6,0.00016655043295574386,0.00016655043295574386,1.0,0.0,2,30,0,0.75,8.327521647787193e-05
1,6,0.0004567625383973301,0.0004567625383973301,1.0,0.0,3,30,0,0.75,0.00020582607890790464
2,6,0.09920027274210064,0.09920027274210064,0.9320143190876878,0.09918473087477298,2,30,0,0.75,0.0991925018084368
2,6,0.09933873324391868,0.09933873324391868,0.9320143190876878,0.09918473087477298,2,30,0,0.75,0.09926173205934583
4,6,0.24365828811693419,0.24365828811693419,0.8232880344963199,0.24260151222067022,5,30,0,0.75,0.24280827103788852
6,6,0.25267776036691064,0.25267776036691064,0.8344453928186848,0.2522466193543914,5,30,0,0.75,0.25234687125072014
8,6,0.2573067510340075,0.2573067510340075,0.7848217057501524,0.25609438510906823,9,30,0,0.75,0.2566541169515989
12,6,0.2754627059266212,0.2754627059266212,0.7234341954502211,0.27412833734497816,11,30,1,0.75,0.27476944315893465
18,6,0.3052397256209087,0.3052397256209087,0.674851373850266,0.3019588326109222,18,30,1,0.75,0.30262157848450716
26,6,0.32923101634262253,0.3279416637248149,0.6852502738257679,0.3245905615123104,26,30,5,0.75,0.3254726061867836
37,6,0.32591847831605425,0.32533160749469797,0.6540724201170299,0.3198002297334406,33,30,15,0.75,0.32035920332325485
54,6,0.34590770270841836,0.3451169725040653,0.650969257879365,0.3426025113640812,49,30,19,0.75,0.3439283582733412
78,6,0.3366913740210525,0.3352009991275903,0.6637907469141286,0.3328763442586001,56,30,29,0.75,0.33430978213804546
112,6,0.3469816459901059,0.3450658194230417,0.6444680707657098,0.33918755463120587,88,30,49,0.75,0.34139363762409913
162,6,0.3463615443623142,0.34557853052168264,0.6419249330886104,0.33597237319041445,112,30,108,0.75,0.3388841259320133
233,6,0.3642501172499947,0.3642501172499947,0.641130398573165,0.3381840240800234,169,30,167,0.75,0.3459751646385355
335,6,0.35611326481890654,0.3473623092811073,0.652264545472457,0.3375108755477953,209,30,285,0.75,0.3427713779808938
483,6,0.35620201242513905,0.3483463466580574,0.6519551184949126,0.321389250351724,321,30,467,0.75,0.3280647730852844
695,6,0.35531273692577797,0.3491580355486868,0.6612630418885721,0.3290148636166659,363,30,802,0.75,0.3363943899924312
1000,6,0.35977896511797325,0.3485016308255815,0.659712850352238,0.3314796698735181,501,30,1306,0.75,0.3409785051234497
1,7,0.0005068662865179152,0.0005068662865179152,1.0,0.0,2,30,0,0.75,0.0002534331432589576
1,7,0.0007389863270641597,0.0007389863270641597,1.0,0.0,3,30,0,0.75,0.0005746185905795808
2,7,0.22461061803948545,0.22461061803948545,0.9113069065579673,0.22461061803948545,1,30,0,0.75,0.22461061803948545
2,7,0.22529369532463736,0.22529369532463736,0.9113069065579673,0.22461061803948545,3,30,0,0.75,0.2250035669018229
4,7,0.2957591899129772,0.2957591899129772,0.7638902995958936,0.29492104691090654,4,30,0,0.75,0.2952921602878224
6,7,0.3255633526800689,0.3255633526800689,0.7291196094489599,0.32355361893523293,9,30,0,0.75,0.3239217606689723
8,7,0.3045514185790418,0.3045514185790418,0.6672178112632942,0.3028913953911842,10,30,0,0.75,0.30354218222539164
12,7,0.3285051849191349,0.3285051849191349,0.6715261635775156,0.3249912236588094,12,30,0,0.75,0.32563379056746444
18,7,0.31639715319821193,0.31639715319821193,0.6830023804300526,0.31448152290599407,17,30,1,0.75,0.3148113189464199
26,7,0.3320597532682918,0.3316058261399417,0.6761118447835768,0.3298725063967605,24,30,5,0.75,0.3305431356087808
37,7,0.33229433506994005,0.33229433506994005,0.6634769871946754,0.32983799049225687,32,30,8,0.75,0.3302399493123497
54,7,0.32968598550673095,0.32968598550673095,0.6450950311741432,0.3242325518808519,50,30,17,0.75,0.32515447423079
78,7,0.32788558308841137,0.32687665800631027,0.6362645053346048,0.3195874088411922,70,30,33,0.75,0.3210861345443371
112,7,0.32980396105008764,0.3289585743239572,0.6407683417077695,0.3200064692071877,93,30,60,0.75,0.32285059037622116
162,7,0.3332509780403169,0.3289349414062636,0.6377017832201197,0.3255314655134951,99,30,104,0.75,0.3275519336914769
233,7,0.33602288723825763,0.3348209833083241,0.6578794873507255,0.3227128046097049,173,30,183,0.75,0.32627041214455055
335,7,0.33791882784443816,0.3317939733165701,0.6413608506625009,0.32439122723002234,209,30,325,0.75,0.3279330790507295
483,7,0.3426654123469605,0.33920895632341885,0.6378049479897107,0.32610539676356776,288,30,516,0.75,0.3306698413691651
695,7,0.3545476141361513,0.3502468997754234,0.6361144909699449,0.3298593593775078,375,30,839,0.75,0.3387523803624449
1000,7,0.36625990310789897,0.3536445018709263,0.635189053699467,0.32889675103430405,474,30,1370,0.75,0.3392164282946047
1,8,0.0003654002143056938,0.0003654002143056938,1.0,0.0,3,30,0,0.75,5.454470308017744e-05
1,8,0.00016725104193572544,0.00016725104193572544,1.0,0.0,2,30,0,0.75,8.362552096786272e-05
2,8,0.15953945814377982,0.15953945814377982,0.9543846223453393,0.1591014646387989,4,30,0,0.75,0.1593227338103346
2,8,0.15951304933861765,0.15951304933861765,0.9543846223453393,0.1591014646387989,3,30,0,0.75,0.15927066706778192
4,8,0.1505799945755108,0.1505799945755108,0.8231658572996715,0.14986414256533737,5,30,0,0.75,0.1500877803283105
6,8,0.1866996149785792,0.1866996149785792,0.7035885242810719,0.18626706764227477,5,30,0,0.75,0.18641407254202644
8,8,0.20754205159172892,0.20754205159172892,0.6803379092461856,0.20540552168185267,10,30,0,0.75,0.2059322355038302
12,8,0.23639485643816924,0.23639485643816924,0.6521133937477502,0.23220042564106605,14,30,0,0.75,0.23299814085589537
18,8,0.2920841295548205,0.2920841295548205,0.6534730884688733,0.28973571637785733,12,30,1,0.75,0.2905183363159377
26,8,0.33384716650892243,0.33384716650892243,0.6542543580706766,0.32771196646257905,22,30,5,0.75,0.3292558269592355
37,8,0.36954278676549196,0.3694539793474721,0.68004427249623,0.36425342025820395,26,30,12,0.75,0.36571731013787734
54,8,0.35768226898588523,0.35768226898588523,0.6468794930287558,0.34035452216010065,34,30,23,0.75,0.34562763124984064
78,8,0.3718260102533634,0.36961588941203666,0.6481577452188078,0.35876877159225184,49,30,39,0.75,0.36247451591001256
112,8,0.39495110406579104,0.39495110406579104,0.6577105194418412,0.3552421893089231,68,30,77,0.75,0.3704241769801534
162,8,0.40260158706151067,0.39206479650153664,0.6387792352260476,0.3509819379286592,106,30,122,0.75,0.36788858890494913
233,8,0.3841346581737873,0.3841346581737873,0.6355227895669658,0.34197761295771834,134,30,215,0.75,0.3529574160440765
335,8,0.4589603134057151,0.45415230487822184,0.6272379777481875,0.3347630068078666,188,30,370,0.75,0.39260146634345366
483,8,0.4762509234084045,0.4678341368853993,0.6289506278206748,0.3363798329000351,224,30,618,0.75,0.3783551180721828
695,8,0.45104071075348473,0.44861407767376205,0.6314418284841814,0.33169597172283616,357,30,950,0.75,0.3951921805772394
1000,8,0.5242029089525446,0.5220913428676979,0.6357514771223285,0.33055410182269784,394,30,1510,0.75,0.41730077951096395
