number of agents,random seed,average utility of best design,average utility of voted design,smax,smin,number of created designs,utility param,number of same designs
810,5,0.5029271163119213,0.5026453199788362,0.5239237476581199,0.5014560997620829,1,40,7314
910,5,0.5029184746311074,0.50289085453278,0.528175450616344,0.49846281073661286,1,40,9127
10,6,0.37113438238310825,0.37005030681413653,0.6637312973415325,0.36525761351855346,18,40,3
110,6,0.47104928407832775,0.47104928407832775,0.548008845353857,0.4649073583878932,48,40,176
210,6,0.48436854345222785,0.4841462298559853,0.5339115855744246,0.48163188364960247,1,40,596
310,6,0.49681539974597394,0.4967310646048327,0.5240084826315579,0.4961681191067641,1,40,1216
410,6,0.49455256430026473,0.49455256430026473,0.5193294101285743,0.49438821436078295,1,40,2036
510,6,0.5016946151478843,0.5016192977010359,0.5171050481248163,0.5015411853935409,1,40,3056
610,6,0.49422379906718833,0.4921091736135406,0.515124986089542,0.4916807658548599,1,40,4276
710,6,0.4963217298516169,0.4960851135292138,0.5170720031095065,0.49469530091314196,1,40,5696
810,6,0.5007437175604296,0.5006589456340491,0.5156186788500365,0.5003733651132358,1,40,7316
910,6,0.5038437109451424,0.5038437109451422,0.515547415115983,0.5036106414257167,1,40,9132
10,7,0.3599259841972049,0.35988631740110744,0.6472273955619157,0.35872120061043344,21,40,0
110,7,0.5276461880501325,0.5276461880501325,0.5462926685071484,0.5243577736264552,12,40,206
210,7,0.5083941286002546,0.5075622788314493,0.5391165206595366,0.5058970569841317,2,40,623
310,7,0.5179889645962173,0.5177588335340362,0.5267475557423753,0.5156744857498698,1,40,1233
410,7,0.5083393398068738,0.5077951936742966,0.5258643206418732,0.5066592958828515,1,40,2047
510,7,0.5066224641642646,0.5062066268168381,0.5233085844527271,0.5053316770151902,1,40,3061
610,7,0.5099967647309229,0.5058881080099342,0.5208592983792467,0.5049708937599956,1,40,4275
710,7,0.5088640742383095,0.5087768697014265,0.52020815431574,0.5079275756965846,1,40,5687
810,7,0.5066490877478822,0.5064471815513276,0.5185413692796117,0.5056757270667328,1,40,7301
910,7,0.5041480946577125,0.5032765798929609,0.5183269049530503,0.5026677777246162,1,40,9113
10,8,0.3647615356837039,0.3647615356837039,0.6367146760956056,0.36132095174758383,15,40,6
110,8,0.481686487144211,0.48135869947938703,0.5515654907649251,0.47983981427390066,39,40,186
210,8,0.4976756408706579,0.4976756408706579,0.5236813959342075,0.4958400820253984,1,40,604
310,8,0.49686221186688234,0.49674455820787206,0.5230739855621046,0.49479695782652444,1,40,1224
410,8,0.5009108622257719,0.5007077782713584,0.5202132379148082,0.4988565554721355,1,40,2041
510,8,0.5022615414332839,0.5011988951439372,0.5232915041401945,0.5004011983777723,1,40,3055
610,8,0.5003702356633906,0.4998849626007924,0.5186359852376476,0.49861184407927545,1,40,4269
710,8,0.4997283050115526,0.49893834730905723,0.5215436384097671,0.49787185518526406,1,40,5680
810,8,0.5006007422402386,0.5003704693763966,0.5203837575270401,0.49882279262799767,1,40,7285
910,8,0.5020365274989433,0.5015991957594376,0.5166756812260037,0.5005291563063913,1,40,9089
10,9,0.33545852189107317,0.33496452187246434,0.7210968700389843,0.33323939314496315,14,40,7
110,9,0.49897833395896357,0.49897833395896357,0.5478854702832143,0.4972136189993862,47,40,180
210,9,0.5025461569280265,0.5025461569280265,0.534732942306128,0.5021713276450673,2,40,599
310,9,0.5137995019401329,0.5137637132612204,0.5274110049524774,0.5132496734779568,1,40,1219
410,9,0.5039808063954346,0.5039747038765172,0.5246572483231619,0.5038872044429002,1,40,2039
510,9,0.5061153467097544,0.5060540814800886,0.5207279110601684,0.5055453211751134,1,40,3059
610,9,0.5044566288715743,0.5043471732781846,0.5213766654869127,0.5039488877534946,1,40,4279
710,9,0.49836090233153896,0.4981590330136288,0.5207124172135389,0.4977803781413431,1,40,5698
810,9,0.49717293751478764,0.4970677824352395,0.5173154367687682,0.49683008746851204,3,40,7307
910,9,0.49795742361705825,0.49794004143183784,0.5197652130541676,0.4977547562431723,1,40,9127
